R package version: 0.0-12
Summary type: mean
Test type: t-test
Control treatment: 27C
Control medium: SDM_rhk_CTGN
Control screen ID: QFA0028
Control screen name: Addinall et al. (2011) ura3D
Control libraries: SDLV2_384_SDLV3_384
Control client: DAL
Control user: SGA
Control date: 2010/01/18
Query treatment: 30C
Query medium: SDM_rhk_CTGN
Query screen ID: QFA0035
Query screen name: Addinall et al. (2011) yku70D
Query libraries: SDLV2_384_SDLV3_384
Query client: DAL
Query user: SGA
Query date: 2009/08/28 
#########################################################
ORF	Gene	P	Q	GIS	QueryFitnessSummary	ControlFitnessSummary	QuerySE	ControlSE	QueryCount	ControlCount	TestType	Type
YOL004W	SIN3	0.00249008	0.125793	-73.4368	27.7338	100.679	16.0762	1.97991	8	16	t-test	S
YLR337C	VRP1	0.000294999	0.0269516	-73.2817	11.2171	84.0885	11.2171	1.48163	8	16	t-test	S
YEL063C	CAN1	0.000375624	0.0322586	-72.6035	4.01121	76.2428	4.01121	15.8149	8	16	t-test	S
YJL204C	RCY1	6.73937e-06	0.00107181	-71.8618	7.0894	78.5679	4.92341	10.7936	8	16	t-test	S
YNL278W	CAF120	0.0425315	0.523296	-71.6016	59.1807	130.147	28.8998	3.46639	8	16	t-test	S
YNL201C	PSY2	0.0278702	0.455234	-71.197	57.1975	127.771	25.7433	1.91215	8	16	t-test	S
YHR041C	SRB2	1.0465e-05	0.00149789	-70.0327	6.48713	76.1483	4.33968	10.9443	8	16	t-test	S
YNR006W	VPS27	0.0102254	0.277254	-69.851	42.2645	111.571	20.2136	5.35599	8	16	t-test	S
YMR271C	URA10	0.0341137	0.493213	-69.4072	65.5191	134.271	26.4259	1.99213	8	16	t-test	S
YMR224C	MRE11	8.80802e-61	3.78216e-57	-69.3182	3.15856	72.1249	1.25295	2.25705	56	112	t-test	S
YDR359C	VID21	1.31449e-06	0.000225777	-68.8996	0	68.5651	0	8.87202	8	16	t-test	S
YHL007C	STE20	0.000750327	0.0519662	-68.479	9.95943	78.0576	6.70288	15.7265	8	16	t-test	S
YOL095C	HMI1	0.00757706	0.234071	-67.9749	37.4134	104.877	18.3819	2.01587	8	16	t-test	S
YDR034C	LYS14	5.53982e-26	7.92933e-23	-67.5857	2.97126	70.2143	2.97126	4.43922	56	112	t-test	S
YBR171W	SEC66	0.0679482	0.597125	-67.3304	80.3446	146.958	31.159	3.58748	8	16	t-test	S
YJR109C	CPA2	1.01455e-08	2.56263e-06	-67.3279	0	67.001	0	8.66775	16	32	t-test	S
YNL266W	YNL266W	0.0181119	0.381238	-66.2379	18.8729	84.6975	18.8729	16.9487	8	16	t-test	S
YIL116W	HIS5	0.000266631	0.0254425	-66.1105	0	65.7895	0	13.8992	8	16	t-test	S
YKL212W	SAC1	0.000363521	0.0318563	-65.515	0	65.1969	0	14.2459	8	16	t-test	S
YGL154C	LYS5	2.93143e-05	0.00381441	-65.0718	7.82776	72.5456	5.19132	10.9374	8	16	t-test	S
YNL250W	RAD50	2.25789e-34	4.84768e-31	-64.4973	4.42878	68.5914	2.1895	3.27129	48	96	t-test	S
YCR034W	FEN1	0.00065935	0.0472518	-63.1707	38.3361	101.014	11.2927	2.77652	8	16	t-test	S
YIR023W	DAL81	0.0019643	0.103524	-62.7103	23.6319	85.923	12.9568	11.2092	8	16	t-test	S
YEL064C	AVT2	0.0192726	0.386714	-62.1042	17.8199	79.5361	17.8199	16.1982	8	16	t-test	S
YMR155W	YMR155W	0.0321272	0.48405	-61.9753	70.3303	131.663	23.2336	1.35396	8	16	t-test	S
YER176W	ECM32	0.0360886	0.50642	-60.9676	75.1749	135.481	23.562	1.17569	8	16	t-test	S
YGR055W	MUP1	0.0325781	0.48573	-60.9025	57.1998	117.529	22.9098	2.12681	8	16	t-test	S
YDL226C	GCS1	0.0226907	0.419974	-60.8386	46.3205	106.639	20.9177	1.69202	8	16	t-test	S
YMR202W	ERG2	0.000104631	0.0118233	-60.8007	2.54944	63.0426	2.54944	11.6469	8	16	t-test	S
YMR154C	RIM13	0.0238302	0.427682	-60.5694	64.7174	124.679	21.0714	1.24913	8	16	t-test	S
YKR001C	VPS1	0.00930678	0.266422	-60.4097	39.1022	99.0287	17.065	2.47513	8	16	t-test	S
YBR121C	GRS1	0.064533	0.593114	-60.3104	78.182	137.82	27.4685	3.15833	8	16	t-test	S
YMR272C	SCS7	0.0577655	0.586001	-60.2199	68.8252	128.418	26.5437	2.31219	8	16	t-test	S
YMR273C	ZDS1	0.0502936	0.565342	-60.0698	77.5697	136.971	25.4371	1.54408	8	16	t-test	S
YBL088C	TEL1	0.0208914	0.404089	-59.8401	79.2211	138.386	20.1793	2.5134	8	16	t-test	S
YER113C	YER113C	0.0766507	0.608824	-59.715	74.3141	133.378	28.758	1.89902	8	16	t-test	S
YMR164C	MSS11	0.02104	0.404521	-59.4419	72.032	130.836	20.0699	1.11253	8	16	t-test	S
YOR106W	VAM3	0.00219844	0.113736	-59.094	18.2154	76.934	13.1221	7.87807	8	16	t-test	S
YDL104C	QRI7	0.06839	0.597125	-58.6648	71.8209	129.852	27.2468	1.44088	8	16	t-test	S
YPL004C	LSP1	0.0516251	0.570938	-58.611	78.3266	136.273	24.9964	2.19616	8	16	t-test	S
YPR024W	YME1	0.000657323	0.0472518	-58.2612	10.0836	68.0129	10.0836	10.1827	8	16	t-test	S
YNL274C	YNL274C	0.0551461	0.578397	-57.5509	78.3218	135.213	25.0309	1.63516	8	16	t-test	S
YNL003C	PET8	0.0305279	0.466736	-57.2944	55.724	112.47	21.1975	1.79273	8	16	t-test	S
YLR114C	AVL9	0.0603582	0.589317	-57.068	67.943	124.404	25.472	2.81503	8	16	t-test	S
YDR375C	BCS1	0.0626902	0.593114	-56.8925	67.876	124.163	25.7145	1.71853	8	16	t-test	S
YLL009C	COX17	0.0263105	0.441318	-56.4556	38.0457	94.0424	18.9637	12.0619	8	16	t-test	S
YMR166C	YMR166C	0.0386656	0.515775	-55.9266	61.6134	116.969	21.9872	3.22206	8	16	t-test	S
YGL244W	RTF1	0.00397786	0.160756	-55.4042	47.0143	101.921	13.329	2.77921	8	16	t-test	S
YMR186W	HSC82	0.0519353	0.570938	-55.2578	75.5592	130.182	23.6164	1.50904	8	16	t-test	S
YNL254C	RTC4	0.0765062	0.608824	-55.0503	84.0998	138.475	26.4649	2.80215	8	16	t-test	S
YER069W	ARG5	0.0031961	0.149188	-55.0155	0	54.7484	0	15.6238	8	16	t-test	S
YBR275C	RIF1	0.0523694	0.572199	-54.0971	78.0695	131.525	23.157	2.49359	8	16	t-test	S
YHR067W	HTD2	0.0421889	0.52268	-53.8915	57.164	110.516	21.7251	0.854882	8	16	t-test	S
YPL087W	YDC1	0.0579915	0.586001	-53.5672	74.4455	127.391	23.6534	1.20732	8	16	t-test	S
YNL273W	TOF1	0.0636409	0.593114	-53.3491	44.7424	97.6153	21.9444	14.5801	8	16	t-test	S
YLR015W	BRE2	0.0117951	0.305111	-52.9062	60.2562	112.613	15.6794	1.32299	8	16	t-test	S
YHR025W	THR1	0.000854545	0.0555972	-52.6287	7.53245	59.8691	5.14768	12.2771	8	16	t-test	S
YML013C-A	YML013C-A	0.0412627	0.52268	-52.5586	52.8019	104.849	21.0243	3.16891	8	16	t-test	S
YDL006W	PTC1	0.0580504	0.586001	-51.5108	62.8045	113.76	22.0711	9.1642	8	16	t-test	S
YNL058C	YNL058C	0.0755691	0.608824	-50.968	76.1199	126.471	24.4302	1.7174	8	16	t-test	S
YEL014C	YEL014C	0.0795295	0.616426	-50.8156	87.1244	137.27	24.7393	2.64978	8	16	t-test	S
YNL288W	CAF40	0.0798344	0.616576	-50.7308	78.3205	128.425	24.7665	1.29689	8	16	t-test	S
YER119C-A	YER119C-A	0.057798	0.586001	-50.4817	68.4767	118.381	22.2657	1.36025	8	16	t-test	S
YLR313C	SPH1	0.104754	0.643512	-49.7419	88.4778	137.549	26.627	3.03749	8	16	t-test	S
YMR179W	SPT21	0.0287327	0.455234	-49.725	57.3117	106.517	18.116	1.86545	8	16	t-test	S
YBR093C	PHO5	0.00682627	0.225379	-49.5204	51.943	100.971	13.289	4.6483	8	16	t-test	S
YAL002W	VPS8	0.0698379	0.598728	-49.1987	76.7464	125.334	22.9544	2.9099	8	16	t-test	S
YER055C	HIS1	0.000660249	0.0472518	-48.8018	0	48.5649	0	11.3519	8	16	t-test	S
YNL231C	PDR16	0.10057	0.636637	-48.5917	80.8558	128.819	25.6839	1.43851	8	16	t-test	S
YIL094C	LYS12	0.00120016	0.073621	-48.5037	0	48.2682	0	12.1186	8	16	t-test	S
YLR448W	RPL6B	0.0545141	0.575695	-48.4578	55.4748	103.428	21.0094	0.997039	8	16	t-test	S
YPL226W	NEW1	0.0125395	0.316733	-48.3656	35.9445	83.9007	14.371	7.53137	8	16	t-test	S
YLR065C	YLR065C	0.0527459	0.57292	-48.188	30.5523	78.358	19.0121	12.1665	8	16	t-test	S
YLR452C	SST2	0.0869619	0.619411	-48.0744	38.5262	86.1802	22.182	13.1421	8	16	t-test	S
YNL315C	ATP11	0.0402454	0.521872	-47.8019	50.0794	97.406	18.9806	3.30128	8	16	t-test	S
YDR074W	TPS2	0.0808559	0.619411	-47.4649	75.0898	121.96	23.1977	3.29774	8	16	t-test	S
YDR071C	PAA1	0.113705	0.659796	-47.2595	82.5869	129.216	26.0843	2.83135	8	16	t-test	S
YKL041W	VPS24	0.0788052	0.615732	-46.8807	59.9181	106.28	22.7757	1.79872	8	16	t-test	S
YBR111C	YSA1	0.142733	0.707932	-46.6226	93.6372	139.579	28.2046	1.98514	8	16	t-test	S
YNL286W	CUS2	0.0603909	0.589317	-46.5989	87.6364	133.584	20.7996	2.39562	8	16	t-test	S
YLR343W	GAS2	0.0824287	0.619411	-46.1089	83.1595	128.641	22.7404	1.65544	8	16	t-test	S
YBR126C	TPS1	0.0929714	0.632724	-45.9936	78.8886	124.276	23.6243	2.03041	8	16	t-test	S
YDR207C	UME6	0.0116474	0.303907	-45.9793	19.394	65.0559	11.798	11.3979	8	16	t-test	S
YDL077C	VAM6	0.0302525	0.466736	-45.8974	33.7074	79.2183	16.4616	8.02081	8	16	t-test	S
YBR231C	SWC5	0.040686	0.521872	-45.5372	69.776	114.753	18.1405	2.95229	8	16	t-test	S
YBR019C	GAL10	0.160212	0.727039	-45.5372	97.4527	142.296	28.9368	2.37227	8	16	t-test	S
YBR073W	RDH54	0.103655	0.640421	-45.4055	96.5476	141.264	24.2317	2.34045	8	16	t-test	S
YBR209W	YBR209W	0.12732	0.687581	-45.2674	100.895	145.453	26.1268	2.22446	8	16	t-test	S
YDL033C	SLM3	0.0143635	0.339518	-45.2409	24.9049	69.8052	13.7696	7.36349	8	16	t-test	S
YML041C	VPS71	0.0234531	0.424926	-45.1626	72.2426	116.835	15.6502	0.673173	8	16	t-test	S
YDR440W	DOT1	0.129008	0.688943	-45.0822	89.3237	133.753	26.1831	1.43276	8	16	t-test	S
YOR297C	TIM18	0.0989855	0.635857	-45.0542	47.0158	91.6229	21.2879	13.7173	8	16	t-test	S
YOL012C	HTZ1	0.0347249	0.498692	-45.0256	29.1325	73.798	16.362	9.35409	8	16	t-test	S
