R package version: 0.0-30
Summary type: mean
Test type: t-test
x-axis treatment: 20
x-axis medium: SDM_rhk_CTGN
x-axis screen ID: QFA0141
x-axis screen name: Addinall et al. (2011) 20C ura3
x-axis libraries: SDLV2_384_SDLV3_384
x-axis client: DAL
x-axis user: SGA
x-axis date: 2010/01/18
x-axis PI: DAL
x-axis condition: SDM_rhk_CTGN
x-axis inoculation type: DIL
x-axis fitness definition: MDRMDP
y-axis treatment: 20
y-axis medium: SDM_rhlk_CTGH
y-axis screen ID: QFA0140
y-axis screen name: Addinall et al. (2011) 20C cdc13-1
y-axis libraries: SDLV2_384_SDLV3_384
y-axis client: DAL
y-axis user: SGA
y-axis date: 2009/11/16
y-axis PI: DAL
y-axis condition: SDM_rhlk_CTGH
y-axis inoculation type: DIL
y-axis fitness definition: MDRMDP
#########################################################
ORF	Gene	P	Q	GIS	QueryFitnessSummary	ControlFitnessSummary	QuerySE	ControlSE	QueryCount	ControlCount	TestType	Type
YNL249C	MPA43	0.24737	1	-13.0971	68.8416	81.664	10.2894	1.67468	8	8	t-test	E
YDR392W	SPT3	0.0633501	0.755626	-13.0885	45.7288	58.6201	5.85863	1.6557	8	8	t-test	E
YDL119C	YDL119C	0.000957852	0.0579298	-12.8465	62.9373	75.5297	2.4353	1.77077	8	8	t-test	E
YLR290C	YLR290C	1.88357e-05	0.0023655	-12.8007	53.8754	66.4526	0.957032	1.56902	8	8	t-test	E
YEL064C	AVT2	0.569809	1	-12.7656	33.9741	46.583	16.7712	14.0639	8	8	t-test	E
YNL097C	PHO23	0.0418921	0.610263	-12.733	68.3604	80.8214	4.76133	2.86852	8	8	t-test	E
YHR189W	PTH1	0.00132529	0.0729589	-12.7234	48.0638	60.5833	2.60637	1.13581	8	8	t-test	E
YMR023C	MSS1	0.00191144	0.100094	-12.694	65.3892	77.8214	2.26047	2.43317	8	8	t-test	E
YDL104C	QRI7	0.001143	0.0645792	-12.6496	60.9655	73.3682	2.01029	2.33733	8	8	t-test	E
YLR318W	EST2	0.227039	1	-12.6288	0	12.5865	0	9.50505	8	8	t-test	E
YGR105W	VMA21	0.444173	1	-12.6008	28.8738	41.3355	11.4917	11.0991	8	8	t-test	E
YDR316W	OMS1	0.00491593	0.185192	-12.5628	67.3756	79.6703	3.12692	1.73972	8	8	t-test	E
YOL008W	COQ10	8.23325e-06	0.00130939	-12.301	50.1754	62.2668	1.32346	1.20908	8	8	t-test	E
YBL021C	HAP3	0.00670754	0.232276	-12.1964	55.9818	67.9496	3.25482	1.14622	8	8	t-test	E
YER055C	HIS1	0.343854	1	-12.1673	11.5935	23.6811	6.80228	10.2757	8	8	t-test	E
YDR123C	INO2	0.365478	1	-12.1264	25.3114	37.3123	7.79403	10.2854	8	8	t-test	E
YGR122W	YGR122W	0.00380808	0.16496	-12.0136	62.399	74.1632	2.89795	0.987433	8	8	t-test	E
YLR377C	FBP1	0.000574974	0.0398216	-11.8579	69.6077	81.1924	1.97441	1.79559	8	8	t-test	E
YNL037C	IDH1	0.299015	1	-11.796	68.8382	80.3639	10.2705	2.68386	8	8	t-test	E
YER052C	HOM3	0.00384164	0.16496	-11.5987	63.1534	74.5014	2.32373	2.40908	8	8	t-test	E
YOL095C	HMI1	9.5701e-05	0.00856125	-11.5635	44.1051	55.4819	1.52846	1.50144	8	8	t-test	E
YDL206W	YDL206W	0.367099	1	-11.5572	70.3369	81.6194	11.9403	1.23517	8	8	t-test	E
YCR006C	YCR006C	0.0015344	0.0813424	-11.4401	73.0297	84.1865	2.13196	1.97932	8	8	t-test	E
YMR063W	RIM9	0.00326571	0.14761	-11.4237	58.06	69.2507	2.5357	1.91271	8	8	t-test	E
YCL038C	ATG22	0.338396	1	-11.4179	75.047	86.1749	11.0505	1.38685	8	8	t-test	E
YIL116W	HIS5	0.517045	1	-11.4062	22.3301	33.6231	10.9551	13.1444	8	8	t-test	E
YBL011W	SCT1	0.0170055	0.395825	-11.3821	60.3795	71.5209	3.45605	2.21259	8	8	t-test	E
YPL181W	CTI6	0.0380144	0.588997	-11.3611	75.2416	86.3123	4.36786	1.66706	8	8	t-test	E
YLR079W	SIC1	0.171278	1	-11.3221	36.488	47.6498	6.10315	4.89149	8	8	t-test	E
YDR158W	HOM2	0.00272523	0.134507	-11.2585	65.365	76.3666	2.1813	2.19608	8	8	t-test	E
YNL315C	ATP11	0.35092	1	-11.2208	38.4165	49.4708	8.6041	7.78974	8	8	t-test	E
YJL175W	YJL175W	0.418705	1	-11.2128	23.7288	34.8244	9.77867	9.2121	8	8	t-test	E
YMR154C	RIM13	0.0162283	0.388066	-11.1336	64.0113	74.8929	3.40377	1.98971	8	8	t-test	E
YDR395W	SXM1	0.107802	0.932495	-11.0897	68.1061	78.9303	5.78483	2.27907	8	8	t-test	E
YGR208W	SER2	0.0348602	0.564867	-11.0832	58.6786	69.5279	4.18526	1.48391	8	8	t-test	E
YKL109W	HAP4	2.22546e-15	3.18538e-12	-10.9671	50.9996	61.7589	0.955599	0.664397	56	56	t-test	E
YPR020W	ATP20	0.00137964	0.0740523	-10.9426	55.0169	65.7383	1.92186	1.9629	8	8	t-test	E
YMR243C	ZRC1	0.0315363	0.554696	-10.9106	66.6082	77.2588	3.96761	1.76199	8	8	t-test	E
YML081C-A	ATP18	0.00446481	0.176347	-10.877	44.7664	55.4568	2.34127	2.19347	8	8	t-test	E
YKL184W	SPE1	0.349986	1	-10.8761	9.75829	20.5652	6.55347	9.06337	8	8	t-test	E
YLR393W	ATP10	0.00391555	0.166469	-10.875	46.3244	57.0076	2.50921	1.80367	8	8	t-test	E
YPL090C	RPS6A	0.348425	1	-10.8557	59.5719	70.1914	10.656	2.07621	8	8	t-test	E
YNL281W	HCH1	0.340311	1	-10.6151	70.4288	80.7722	10.2687	1.74434	8	8	t-test	E
YMR165C	PAH1	0.282845	1	-10.5722	31.635	42.0657	7.08332	6.24972	8	8	t-test	E
YNL080C	EOS1	0.1103	0.942953	-10.5674	36.4014	46.8113	5.55279	2.20844	8	8	t-test	E
YKL137W	CMC1	0.03883	0.592627	-10.4473	67.6822	77.8675	3.98945	1.79992	8	8	t-test	E
YLR188W	MDL1	0.00134249	0.0729704	-10.4032	69.924	80.0579	2.12261	1.25293	8	8	t-test	E
YLR395C	COX8	0.0134877	0.367901	-10.3545	65.0957	75.1972	3.15413	1.23894	8	8	t-test	E
YDL142C	CRD1	0.00313479	0.144739	-10.2748	51.2406	61.3092	2.40425	0.966758	8	8	t-test	E
YAL013W	DEP1	0.0172569	0.396262	-10.2557	56.909	66.9395	3.25091	1.5399	8	8	t-test	E
YNL123W	NMA111	0.372614	1	-10.1865	71.2619	81.1753	10.5108	2.28897	8	8	t-test	E
YDR349C	YPS7	0.392066	1	-10.1797	75.2995	85.1925	10.9864	2.26168	8	8	t-test	E
YFL031W	HAC1	0.427627	1	-10.1715	60.3943	70.3292	11.5256	4.0663	8	8	t-test	E
YNL289W	PCL1	0.378324	1	-10.0358	72.3851	82.1445	10.5738	1.67243	8	8	t-test	E
YJR118C	ILM1	0.337683	1	-9.96655	33.7191	43.5392	5.39361	8.36648	8	8	t-test	E
YPL174C	NIP100	5.50512e-05	0.00550965	-9.93896	49.351	59.0911	1.36296	0.96936	8	8	t-test	E
YOR142W	LSC1	0.421498	1	-9.86106	74.3426	83.9213	11.2938	2.7507	8	8	t-test	E
YGL255W	ZRT1	0.562382	1	-9.83083	19.3178	29.0509	7.9812	14.3415	8	8	t-test	E
YHR049W	FSH1	0.0164533	0.390333	-9.79988	74.859	84.375	3.04911	1.59001	8	8	t-test	E
YOL071W	EMI5	3.85761e-14	4.14114e-11	-9.7356	67.5865	77.0628	0.846565	0.725891	56	56	t-test	E
YNL295W	YNL295W	0.0132627	0.365065	-9.66789	66.2165	75.6299	2.76426	1.88135	8	8	t-test	E
YOL108C	INO4	0.438923	1	-9.66438	8.74492	18.3476	5.63419	10.5811	8	8	t-test	E
YDL237W	AIM6	0.281384	1	-9.65383	73.6481	83.0226	7.92918	2.78384	8	8	t-test	E
YLR059C	REX2	0.0138972	0.367996	-9.64024	67.4059	76.7877	2.95355	1.16891	8	8	t-test	E
YGR197C	SNG1	0.419581	1	-9.60827	73.4868	82.8164	11.1581	1.18118	8	8	t-test	E
YMR126C	DLT1	0.261809	1	-9.56043	63.4836	72.799	6.93698	4.17092	8	8	t-test	E
YOR270C	VPH1	0.281272	1	-9.49759	52.1926	61.4833	7.96937	1.96266	8	8	t-test	E
YJL094C	KHA1	1.10547e-05	0.00163686	-9.44137	71.4547	80.6248	1.83259	0.812039	56	56	t-test	E
YMR265C	YMR265C	0.410347	1	-9.23869	71.7171	80.6843	10.4198	1.91159	8	8	t-test	E
YHR079C	IRE1	0.214602	1	-9.22057	70.2603	79.2143	6.55711	2.02138	8	8	t-test	E
YNR020C	ATP23	0.286662	1	-9.12752	42.4051	51.3598	7.70238	2.16718	8	8	t-test	E
YFL036W	RPO41	0.0146499	0.372458	-9.03229	52.9554	61.7799	1.81852	2.61217	8	8	t-test	E
YOR106W	VAM3	0.326293	1	-8.97676	37.4136	46.2348	5.57162	6.80375	8	8	t-test	E
YGL236C	MTO1	0.023813	0.483473	-8.92221	71.9682	80.6191	3.09297	0.90306	8	8	t-test	E
