R package version: 0.0-13
Summary type: mean
Test type: t-test
Control treatment: 20C
Control medium: SDM_rhk_CTGN
Control screen ID: QFA0028
Control screen name: Addinall et al. (2011) ura3D
Control libraries: SDLV2_384_SDLV3_384
Control client: DAL
Control user: SGA
Control date: 2010/01/18
Query treatment: 20C
Query medium: SDM_rhlk_CTGH
Query screen ID: QFA0029
Query screen name: Addinall et al. (2011) cdc13-1
Query libraries: SDLV2_384_SDLV3_384
Query client: DAL
Query user: SGA
Query date: 2009/11/16
#########################################################
ORF	Gene	P	Q	GIS	QueryFitnessSummary	ControlFitnessSummary	QuerySE	ControlSE	QueryCount	ControlCount	TestType	Type
YMR115W	MGR3	0.000404918	0.0289786	-15.9125	52.1467	69.3344	2.29169	2.59222	8	8	t-test	E
YGR183C	QCR9	2.00507e-07	9.56643e-05	-15.9033	51.1341	68.2935	1.19939	1.21406	8	8	t-test	E
YHR178W	STB5	0.262936	1	-15.4548	6.91639	22.7904	11.3813	6.91639	8	8	t-test	E
YDR375C	BCS1	1.92133e-06	0.000515638	-15.2766	48.9054	65.3846	1.46703	1.32835	8	8	t-test	E
YPR134W	MSS18	3.38663e-05	0.00428498	-15.2437	46.6929	63.0971	1.96547	1.62051	8	8	t-test	E
YNL080C	EOS1	0.0718128	0.794834	-15.205	30.8827	46.9512	2.15287	7.05543	8	8	t-test	E
YGL127C	SOH1	0.136972	1	-15.1145	26.9446	42.8472	6.305	7.29294	8	8	t-test	E
YKL087C	CYT2	1.48902e-06	0.000436076	-15.1093	56.033	72.4753	1.30965	1.3928	8	8	t-test	E
YJL204C	RCY1	0.241039	1	-15.0028	27.2142	43.008	8.63018	8.85276	8	8	t-test	E
YBR231C	SWC5	0.0842678	0.85095	-14.7567	42.7259	58.5596	3.59327	6.88344	8	8	t-test	E
YNL052W	COX5A	0.000164529	0.0136111	-14.6243	61.244	77.2898	2.32151	1.18833	8	8	t-test	E
YNL257C	SIP3	0.178378	1	-14.5537	63.586	79.6038	2.4245	9.557	8	8	t-test	E
YGR174C	CBP4	4.00785e-05	0.00465127	-14.5406	50.3411	66.0974	0.772833	1.85127	8	8	t-test	E
YDR290W	:::RTT103	0.0583076	0.714376	-14.4671	40.9153	56.4202	2.47252	6.22523	8	8	t-test	E
YMR165C	PAH1	0.0806562	0.833631	-14.4562	30.8232	46.1277	2.10842	6.95964	8	8	t-test	E
YDL013W	SLX5	0.289832	1	-14.2248	10.7974	25.4911	11.0515	6.86306	8	8	t-test	E
YDL213C	NOP6	0.300574	1	-14.2126	56.0672	71.5967	1.14559	12.6816	8	8	t-test	E
YNR050C	LYS9	0.163735	1	-13.988	5.24583	19.5943	8.73835	3.44133	8	8	t-test	E
YLR193C	UPS1	0.0725218	0.796294	-13.9772	41.7145	56.7352	1.74069	6.53504	8	8	t-test	E
YKL208W	CBT1	1.53763e-05	0.00220086	-13.976	58.9634	74.3061	1.3577	1.65514	8	8	t-test	E
YOR297C	TIM18	0.350434	1	-13.9653	32.8408	47.6831	10.7621	9.86557	8	8	t-test	E
YOR017W	PET127	8.60694e-06	0.00142967	-13.8766	57.6715	72.8888	1.58769	0.875023	8	8	t-test	E
YKR016W	FMP13	5.39188e-05	0.00578819	-13.5641	46.7023	61.3957	1.16299	1.86848	8	8	t-test	E
YOR037W	CYC2	8.32242e-06	0.00142967	-13.4152	57.7805	72.5296	1.46902	1.32852	8	8	t-test	E
YER116C	SLX8	0.183285	1	-13.2722	26.2797	40.293	6.43764	7.05887	8	8	t-test	E
YDR336W	YDR336W	0.00912003	0.262895	-13.2535	66.1583	80.8998	2.05997	3.66874	8	8	t-test	E
YNL106C	INP52	0.197825	1	-13.204	14.3281	28.0479	8.39317	5.05662	8	8	t-test	E
YML103C	NUP188	0.0873838	0.864576	-13.1481	46.0187	60.2755	1.37246	6.56539	8	8	t-test	E
YLR218C	YLR218C	7.25059e-05	0.00724048	-13.1001	54.1139	68.4734	1.79698	1.55184	8	8	t-test	E
YOL058W	ARG1	0.181227	1	-13.0735	2.53671	15.9026	8.74298	2.53671	8	8	t-test	E
YDL033C	SLM3	0.169706	1	-12.9845	14.831	28.3367	7.64188	4.75199	8	8	t-test	E
YEL062W	NPR2	0.378007	1	-12.9078	31.6744	45.4175	10.2949	9.94405	8	8	t-test	E
YNL266W	YNL266W	0.550624	1	-12.9018	38.5237	52.3891	15.4064	14.708	8	8	t-test	E
YML009C	MRPL39	0.000238719	0.0183046	-12.6378	58.6231	72.5961	1.49326	2.031	8	8	t-test	E
YGL029W	CGR1	0.466321	1	-12.6218	27.3808	40.752	12.0308	12.0244	8	8	t-test	E
YEL064C	AVT2	0.556845	1	-12.5746	32.1742	45.5872	13.7973	15.8888	8	8	t-test	E
YNL071W	LAT1	0.0570796	0.706827	-12.5694	57.0934	70.9681	1.94786	5.40854	8	8	t-test	E
YML013C-A	YML013C-A	0.233236	1	-12.461	37.9674	51.3733	8.49607	5.38002	8	8	t-test	E
YFL031W	HAC1	0.320539	1	-12.4347	56.0136	69.7309	3.88732	11.1632	8	8	t-test	E
YNL249C	MPA43	0.254208	1	-12.4121	66.4215	80.3107	1.73313	9.8975	8	8	t-test	E
YNL097C	PHO23	0.0431423	0.612106	-12.4119	65.5777	79.451	3.12475	4.56857	8	8	t-test	E
YDL119C	YDL119C	0.000133847	0.0122285	-12.4017	61.9068	75.7008	1.65651	1.73791	8	8	t-test	E
YLR318W	EST2	0.227337	1	-12.3903	0	12.6225	9.53904	0	8	8	t-test	E
YPL181W	CTI6	0.0266376	0.490909	-12.1273	71.5455	85.2406	1.32887	4.31306	8	8	t-test	E
YGR208W	SER2	0.0246186	0.464469	-12.0973	56.0138	69.3873	1.52807	4.20558	8	8	t-test	E
YGR122W	YGR122W	0.00091236	0.0544121	-12.074	60.8708	74.3116	0.894677	2.32568	8	8	t-test	E
YPR020W	ATP20	0.000169089	0.0136994	-12.0739	52.5345	65.819	1.82364	1.5399	8	8	t-test	E
YDR116C	MRPL1	0.000601019	0.0386369	-12.0047	40.2037	53.1867	2.2461	1.08293	8	8	t-test	E
YOR275C	RIM20	0.000443848	0.031244	-11.9366	59.0971	72.3647	1.46304	2.07654	8	8	t-test	E
YDR392W	SPT3	0.082112	0.839497	-11.9067	45.0975	58.0723	1.42007	5.80501	8	8	t-test	E
YDL206W	YDL206W	0.335477	1	-11.6089	67.4294	80.5193	1.06328	11.1914	8	8	t-test	E
YBL011W	SCT1	0.0116112	0.304016	-11.4729	58.8376	71.628	2.21245	3.20818	8	8	t-test	E
YHR189W	PTH1	0.00121982	0.0680247	-11.4587	48.6346	61.2193	1.13116	2.32232	8	8	t-test	E
YDR395W	SXM1	0.0633772	0.753855	-11.4528	65.6252	78.5222	2.16239	5.01426	8	8	t-test	E
YDL104C	QRI7	0.000269611	0.0203107	-11.4294	61.2453	74.0364	1.84328	1.48592	8	8	t-test	E
YER069W	ARG5,6	0.432797	1	-11.4147	8.00394	19.7825	12.9571	5.73037	8	8	t-test	E
YER055C	HIS1	0.362092	1	-11.3742	11.5427	23.3463	10.1243	6.75718	8	8	t-test	E
YCL038C	ATG22	0.323907	1	-11.2783	72.1443	84.9857	1.34477	10.5717	8	8	t-test	E
YER093C-A	YER093C-A	0.000633031	0.039974	-11.2059	50.945	63.3154	0.510642	1.99057	8	8	t-test	E
