DLR00016242-2009-12-18_17-19-44	1	1	353	258	113	1152	90.13879511	33398	0	79	92	96	70	86	92	1231	136	136
DLR00016242-2009-12-18_17-19-44	1	2	447	206	153	1317	90.13879511	38022	2	80	94	98	73	89	95	2230	136	136
DLR00016242-2009-12-18_17-19-44	1	3	614	242	35	257	90.13879511	41569	0	81	96	102	74	92	99	1045	136	136
DLR00016242-2009-12-18_17-19-44	1	4	780	206	322	2705	90.13879511	34391	6	82	99	104	78	96	102	2257	136	136
DLR00016242-2009-12-18_17-19-44	1	5	894	195	623	9401	90.13879511	40419	9	95	110	112	80	98	104	2947	136	136
DLR00016242-2009-12-18_17-19-44	1	6	1012	243	143	1038	90.13879511	34709	0	86	102	106	76	96	102	1046	136	136
DLR00016242-2009-12-18_17-19-44	1	7	1106	258	35	255	90.13879511	29068	0	83	101	107	76	96	102	945	136	136
DLR00016242-2009-12-18_17-19-44	1	8	1279	268	23	179	90.13879511	24369	1	81	100	106	75	96	101	911	136	136
DLR00016242-2009-12-18_17-19-44	1	9	1470	287	11	99	90.13879511	25965	0	82	101	104	74	95	100	745	136	136
DLR00016242-2009-12-18_17-19-44	1	10	1562	249	46	369	90.13879511	31749	0	86	103	106	76	96	101	781	136	136
DLR00016242-2009-12-18_17-19-44	1	11	1702	249	24	173	90.13879511	31915	0	82	101	105	75	95	100	876	136	136
DLR00016242-2009-12-18_17-19-44	1	12	1836	249	136	970	90.13879511	31795	0	83	102	105	76	96	101	911	136	136
DLR00016242-2009-12-18_17-19-44	1	13	1933	252	279	2023	90.13879511	31414	0	84	102	105	76	96	100	820	136	136
DLR00016242-2009-12-18_17-19-44	1	14	2129	267	13	143	90.13879511	28629	0	86	104	108	74	94	99	768	136	136
DLR00016242-2009-12-18_17-19-44	1	15	2266	268	1	7	90.13879511	25657	0	80	101	106	74	94	99	646	136	136
DLR00016242-2009-12-18_17-19-44	1	16	2348	268	4	28	90.13879511	25697	0	82	100	104	74	94	99	730	136	136
DLR00016242-2009-12-18_17-19-44	1	17	2542	272	15	176	90.13879511	26881	0	87	104	110	74	94	100	893	136	136
DLR00016242-2009-12-18_17-19-44	1	18	2678	272	6	42	90.13879511	28110	0	80	99	103	74	93	99	839	136	136
DLR00016242-2009-12-18_17-19-44	1	19	2772	273	8	81	90.13879511	30639	0	82	100	106	73	93	99	1015	136	136
DLR00016242-2009-12-18_17-19-44	1	20	2906	278	53	553	90.13879511	31755	3	82	100	105	73	92	98	985	136	136
DLR00016242-2009-12-18_17-19-44	1	21	3091	278	8	56	90.13879511	31538	0	78	93	99	71	89	95	793	136	136
DLR00016242-2009-12-18_17-19-44	1	22	3195	274	16	114	90.13879511	32685	0	78	92	97	69	86	92	793	136	136
DLR00016242-2009-12-18_17-19-44	1	23	3376	314	38	294	90.13879511	33921	1	71	85	89	67	82	88	746	136	136
DLR00016242-2009-12-18_17-19-44	1	24	3401	280	82	755	90.13879511	34111	15	78	90	91	69	84	88	848	136	136
DLR00016242-2009-12-18_17-19-44	2	1	321	359	9	65	90.13879511	33401	0	73	89	94	69	85	91	816	136	136
DLR00016242-2009-12-18_17-19-44	2	2	438	344	40	502	90.13879511	33739	6	80	95	100	70	87	94	906	136	136
DLR00016242-2009-12-18_17-19-44	2	3	598	364	0	0	90.13879511	33783	0	NA	NA	NA	72	91	97	806	136	136
DLR00016242-2009-12-18_17-19-44	2	4	747	391	43	555	90.13879511	27517	0	87	104	107	74	93	99	1155	136	136
DLR00016242-2009-12-18_17-19-44	2	5	826	376	28	418	90.13879511	28501	0	89	105	108	74	93	99	1082	136	136
DLR00016242-2009-12-18_17-19-44	2	6	998	364	10	100	90.13879511	26568	0	83	102	107	74	94	100	859	136	136
DLR00016242-2009-12-18_17-19-44	2	7	1183	350	78	717	90.13879511	26920	0	83	102	105	74	95	100	1024	136	136
DLR00016242-2009-12-18_17-19-44	2	8	1265	358	25	214	90.13879511	25324	0	81	101	104	74	94	99	957	136	136
DLR00016242-2009-12-18_17-19-44	2	9	1463	318	13	133	90.13879511	26249	0	83	102	104	74	94	99	750	136	136
DLR00016242-2009-12-18_17-19-44	2	10	1520	355	12	126	90.13879511	26093	0	83	102	104	73	93	98	744	136	136
DLR00016242-2009-12-18_17-19-44	2	11	1632	331	47	766	90.13879511	29172	0	89	107	107	73	93	98	791	136	136
DLR00016242-2009-12-18_17-19-44	2	12	1820	366	0	0	90.13879511	28041	0	NA	NA	NA	73	93	98	675	136	136
DLR00016242-2009-12-18_17-19-44	2	13	1966	358	2	15	90.13879511	29521	0	80	98	102	73	93	97	689	136	136
DLR00016242-2009-12-18_17-19-44	2	14	2076	348	4	30	90.13879511	36002	0	78	97	101	72	92	97	707	136	136
DLR00016242-2009-12-18_17-19-44	2	15	2223	399	36	326	90.13879511	36177	0	80	99	102	72	92	97	770	136	136
DLR00016242-2009-12-18_17-19-44	2	16	2419	327	3	22	90.13879511	28001	0	79	99	104	73	93	98	691	136	136
DLR00016242-2009-12-18_17-19-44	2	17	2500	366	0	0	90.13879511	28741	0	NA	NA	NA	73	93	98	605	136	136
DLR00016242-2009-12-18_17-19-44	2	18	2684	316	2	14	90.13879511	31040	0	77	97	100	73	92	98	774	136	136
DLR00016242-2009-12-18_17-19-44	2	19	2732	321	2	14	90.13879511	32832	0	77	97	100	72	92	98	864	136	136
DLR00016242-2009-12-18_17-19-44	2	20	2899	329	24	347	90.13879511	33799	0	86	103	107	72	91	97	972	136	136
DLR00016242-2009-12-18_17-19-44	2	21	3041	423	4	28	90.13879511	31893	0	74	93	99	69	88	95	1013	136	136
DLR00016242-2009-12-18_17-19-44	2	22	3181	378	4	28	90.13879511	35439	0	72	89	95	67	85	92	837	136	136
DLR00016242-2009-12-18_17-19-44	2	23	3309	362	22	168	90.13879511	38929	0	69	87	92	65	82	88	851	136	136
