Library	ORF 	Plate	Row	Column	Notes
BooneSDLV2	YKR091W	8	6	5	
BooneSDLV2	YKL216W	8	6	6	
BooneSDLV2	YKR090W	8	6	7	
BooneSDLV2	YKL215C	8	6	8	
BooneSDLV2	YKR089C	8	6	9	
BooneSDLV2	YKL214C	8	6	10	
BooneSDLV2	YKR088C	8	6	11	
BooneSDLV2	YKL213C	8	6	12	
BooneSDLV2	YKR087C	8	6	13	
BooneSDLV2	YKL212W	8	6	14	
BooneSDLV2	YKR084C	8	6	15	
BooneSDLV2	YKL211C	8	6	16	Trp-
BooneSDLV2	YKR082W	8	6	17	
BooneSDLV2	YKL208W	8	6	18	
BooneSDLV2	YKR080W	8	6	19	
BooneSDLV2	YKL207W	8	6	20	
BooneSDLV2	YKR078W	8	6	21	
BooneSDLV2	YKL206C	8	6	22	
BooneSDLV2	YKR077W	8	6	23	
BooneSDLV2	YOR202W	8	6	24	
BooneSDLV2	YOR202W	8	7	1	
BooneSDLV2	YJR147W	8	7	2	
BooneSDLV2	YKL103C	8	7	3	
BooneSDLV2	YJR146W	8	7	4	
BooneSDLV2	YKL102C	8	7	5	
BooneSDLV2	YJR145C	8	7	6	
BooneSDLV2	YKL101W	8	7	7	
BooneSDLV2	YJR142W	8	7	8	
BooneSDLV2	YKL100C	8	7	9	
BooneSDLV2	YJR140C	8	7	10	
BooneSDLV2	YKL098W	8	7	11	
BooneSDLV2	YJR139C	8	7	12	
BooneSDLV2	YKL097C	8	7	13	
BooneSDLV2	YJR137C	8	7	14	
BooneSDLV2	YKL096W-A	8	7	15	
BooneSDLV2	YJR135C	8	7	16	
BooneSDLV2	YKL096W	8	7	17	
BooneSDLV2	YJR134C	8	7	18	
BooneSDLV2	YKL094W	8	7	19	
BooneSDLV2	YJR133W	8	7	20	
BooneSDLV2	YKL093W	8	7	21	
BooneSDLV2	YJR131W	8	7	22	
BooneSDLV2	YKL092C	8	7	23	
BooneSDLV2	YOR202W	8	7	24	
BooneSDLV2	YOR202W	8	8	1	
BooneSDLV2	YKR012C	8	8	2	
BooneSDLV2	YKR103W	8	8	3	
BooneSDLV2	YKR011C	8	8	4	
BooneSDLV2	YKR102W	8	8	5	
BooneSDLV2	YKR010C	8	8	6	
BooneSDLV2	YKR101W	8	8	7	
BooneSDLV2	YKR009C	8	8	8	
BooneSDLV2	YKR100C	8	8	9	
BooneSDLV2	YKR007W	8	8	10	
BooneSDLV2	YKR099W	8	8	11	
BooneSDLV2	YKR005C	8	8	12	
BooneSDLV2	YKR098C	8	8	13	
BooneSDLV2	YKR003W	8	8	14	
BooneSDLV2	YKR097W	8	8	15	
BooneSDLV2	YKR001C	8	8	16	
BooneSDLV2	YKR096W	8	8	17	
BooneSDLV2	YKL222C	8	8	18	
BooneSDLV2	YKR095W	8	8	19	
BooneSDLV2	YKL221W	8	8	20	
BooneSDLV2	YKR094C	8	8	21	
BooneSDLV2	YKL220C	8	8	22	
BooneSDLV2	YKR093W	8	8	23	
BooneSDLV2	YOR202W	8	8	24	
BooneSDLV2	YOR202W	8	9	1	
BooneSDLV2	YKL008C	8	9	2	
BooneSDLV2	YKL120W	8	9	3	
BooneSDLV2	YKL007W	8	9	4	
BooneSDLV2	YKL117W	8	9	5	
BooneSDLV2	YKL006W	8	9	6	
BooneSDLV2	YKL116C	8	9	7	
BooneSDLV2	YKL005C	8	9	8	
BooneSDLV2	YKL115C	8	9	9	
BooneSDLV2	YKL001C	8	9	10	
BooneSDLV2	YKL114C	8	9	11	
BooneSDLV2	YJR154W	8	9	12	
BooneSDLV2	YKL113C	8	9	13	
BooneSDLV2	YJR153W	8	9	14	
BooneSDLV2	YKL110C	8	9	15	
BooneSDLV2	YJR152W	8	9	16	
BooneSDLV2	YKL109W	8	9	17	petite
BooneSDLV2	YJR150C	8	9	18	
BooneSDLV2	YKL107W	8	9	19	
BooneSDLV2	YJR149W	8	9	20	
BooneSDLV2	YKL106W	8	9	21	
BooneSDLV2	YJR148W	8	9	22	
BooneSDLV2	YKL105C	8	9	23	
BooneSDLV2	YOR202W	8	9	24	
BooneSDLV2	YOR202W	8	10	1	
BooneSDLV2	YKR024C	8	10	2	petite
BooneSDLV2	YLL013C	8	10	3	
BooneSDLV2	YKR023W	8	10	4	
BooneSDLV2	YLL012W	8	10	5	
BooneSDLV2	YKR021W	8	10	6	
BooneSDLV2	YLL010C	8	10	7	
BooneSDLV2	YKR020W	8	10	8	
BooneSDLV2	YLL009C	8	10	9	petite
BooneSDLV2	YKR019C	8	10	10	
BooneSDLV2	YLL007C	8	10	11	
BooneSDLV2	YKR018C	8	10	12	
BooneSDLV2	YLL006W	8	10	13	petite
BooneSDLV2	YKR017C	8	10	14	
BooneSDLV2	YLL005C	8	10	15	
BooneSDLV2	YKR016W	8	10	16	
BooneSDLV2	YLL002W	8	10	17	
BooneSDLV2	YKR015C	8	10	18	
BooneSDLV2	YLL001W	8	10	19	
BooneSDLV2	YKR014C	8	10	20	
BooneSDLV2	YKR106W	8	10	21	
BooneSDLV2	YKR013W	8	10	22	
BooneSDLV2	YKR105C	8	10	23	
BooneSDLV2	YOR202W	8	10	24	
BooneSDLV2	YOR202W	8	11	1	
BooneSDLV2	YKL030W	8	11	2	
BooneSDLV2	YKL136W	8	11	3	
BooneSDLV2	YKL029C	8	11	4	
BooneSDLV2	YKL133C	8	11	5	
BooneSDLV2	YKL027W	8	11	6	
BooneSDLV2	YKL132C	8	11	7	
BooneSDLV2	YKL026C	8	11	8	
BooneSDLV2	YKL131W	8	11	9	
BooneSDLV2	YKL025C	8	11	10	
BooneSDLV2	YKL130C	8	11	11	
BooneSDLV2	YKL023W	8	11	12	
BooneSDLV2	YKL129C	8	11	13	
BooneSDLV2	YKL020C	8	11	14	
BooneSDLV2	YKL128C	8	11	15	
BooneSDLV2	YKL017C	8	11	16	
BooneSDLV2	YKL127W	8	11	17	
BooneSDLV2	YKL015W	8	11	18	
BooneSDLV2	YKL124W	8	11	19	
BooneSDLV2	YKL010C	8	11	20	
BooneSDLV2	YKL123W	8	11	21	
BooneSDLV2	YKL009W	8	11	22	
BooneSDLV2	YKL121W	8	11	23	
BooneSDLV2	YOR202W	8	11	24	
BooneSDLV2	YOR202W	8	12	1	
BooneSDLV2	YKR035W-A	8	12	2	
BooneSDLV2	YLL026W	8	12	3	
BooneSDLV2	YKR035C	8	12	4	
BooneSDLV2	YLL025W	8	12	5	
BooneSDLV2	YKR034W	8	12	6	
BooneSDLV2	YLL024C	8	12	7	
BooneSDLV2	YKR033C	8	12	8	
BooneSDLV2	YLL023C	8	12	9	
BooneSDLV2	YKR032W	8	12	10	
BooneSDLV2	YLL021W	8	12	11	
BooneSDLV2	YKR031C	8	12	12	
BooneSDLV2	YLL020C	8	12	13	
BooneSDLV2	YKR030W	8	12	14	
BooneSDLV2	YLL019C	8	12	15	
BooneSDLV2	YKR029C	8	12	16	
BooneSDLV2	YLL017W	8	12	17	
BooneSDLV2	YKR028W	8	12	18	
BooneSDLV2	YLL016W	8	12	19	
BooneSDLV2	YKR027W	8	12	20	
BooneSDLV2	YLL015W	8	12	21	
BooneSDLV2	YKR026C	8	12	22	
BooneSDLV2	YLL014W	8	12	23	
BooneSDLV2	YOR202W	8	12	24	
BooneSDLV2	YOR202W	8	13	1	
BooneSDLV2	YKL044W	8	13	2	
BooneSDLV2	YKL156W	8	13	3	
BooneSDLV2	YKL043W	8	13	4	
BooneSDLV2	YKL151C	8	13	5	
BooneSDLV2	YKL041W	8	13	6	
BooneSDLV2	YKL150W	8	13	7	
BooneSDLV2	YKL040C	8	13	8	
BooneSDLV2	YKL149C	8	13	9	
BooneSDLV2	YKL039W	8	13	10	
BooneSDLV2	YKL148C	8	13	11	
BooneSDLV2	YKL038W	8	13	12	
BooneSDLV2	YKL147C	8	13	13	
BooneSDLV2	YKL037W	8	13	14	
BooneSDLV2	YKL146W	8	13	15	
BooneSDLV2	YKL034W	8	13	16	
BooneSDLV2	YKL142W	8	13	17	
BooneSDLV2	YKL033W-A	8	13	18	
BooneSDLV2	YKL140W	8	13	19	
BooneSDLV2	YKL032C	8	13	20	
BooneSDLV2	YKL139W	8	13	21	
BooneSDLV2	YKL031W	8	13	22	
BooneSDLV2	YKL137W	8	13	23	
BooneSDLV2	YOR202W	8	13	24	
BooneSDLV2	YOR202W	8	14	1	
BooneSDLV2	YKR048C	8	14	2	
BooneSDLV2	YLL045C	8	14	3	
BooneSDLV2	YKR047W	8	14	4	
BooneSDLV2	YLL044W	8	14	5	
BooneSDLV2	YKR046C	8	14	6	
BooneSDLV2	YLL043W	8	14	7	
BooneSDLV2	YKR045C	8	14	8	
BooneSDLV2	YLL042C	8	14	9	
BooneSDLV2	YKR044W	8	14	10	
BooneSDLV2	YLL041C	8	14	11	petite
BooneSDLV2	YKR043C	8	14	12	
BooneSDLV2	YLL040C	8	14	13	
BooneSDLV2	YKR042W	8	14	14	
BooneSDLV2	YLL039C	8	14	15	
BooneSDLV2	YKR041W	8	14	16	
BooneSDLV2	YLL038C	8	14	17	
BooneSDLV2	YKR040C	8	14	18	
BooneSDLV2	YLL032C	8	14	19	
BooneSDLV2	YKR039W	8	14	20	
BooneSDLV2	YLL029W	8	14	21	
BooneSDLV2	YKR036C	8	14	22	
BooneSDLV2	YLL028W	8	14	23	
BooneSDLV2	YOR202W	8	14	24	
BooneSDLV2	YOR202W	8	15	1	
BooneSDLV2	YKL062W	8	15	2	
BooneSDLV2	YKL168C	8	15	3	
BooneSDLV2	YKL061W	8	15	4	
BooneSDLV2	YKL167C	8	15	5	
BooneSDLV2	YKL056C	8	15	6	
BooneSDLV2	YKL166C	8	15	7	
BooneSDLV2	YKL055C	8	15	8	petite
BooneSDLV2	YKL164C	8	15	9	
BooneSDLV2	YKL053W	8	15	10	
BooneSDLV2	YKL163W	8	15	11	
BooneSDLV2	YKL053C-A	8	15	12	petite
BooneSDLV2	YKL162C	8	15	13	
BooneSDLV2	YKL051W	8	15	14	
BooneSDLV2	YKL161C	8	15	15	
BooneSDLV2	YKL050C	8	15	16	
BooneSDLV2	YKL160W	8	15	17	
BooneSDLV2	YKL048C	8	15	18	
BooneSDLV2	YKL159C	8	15	19	
BooneSDLV2	YKL047W	8	15	20	
BooneSDLV2	YKL158W	8	15	21	
BooneSDLV2	YKL046C	8	15	22	
BooneSDLV2	YKL157W	8	15	23	
BooneSDLV2	YOR202W	8	15	24	
BooneSDLV2	YOR202W	8	16	1	
BooneSDLV2	YOR202W	8	16	2	
BooneSDLV2	YOR202W	8	16	3	
BooneSDLV2	YOR202W	8	16	4	
BooneSDLV2	YOR202W	8	16	5	
BooneSDLV2	YOR202W	8	16	6	
BooneSDLV2	YOR202W	8	16	7	
BooneSDLV2	YOR202W	8	16	8	
BooneSDLV2	YOR202W	8	16	9	
BooneSDLV2	YOR202W	8	16	10	
BooneSDLV2	YOR202W	8	16	11	
BooneSDLV2	YOR202W	8	16	12	
BooneSDLV2	YOR202W	8	16	13	
BooneSDLV2	YOR202W	8	16	14	
BooneSDLV2	YOR202W	8	16	15	
BooneSDLV2	YOR202W	8	16	16	
BooneSDLV2	YOR202W	8	16	17	
BooneSDLV2	YOR202W	8	16	18	
BooneSDLV2	YOR202W	8	16	19	
BooneSDLV2	YOR202W	8	16	20	
BooneSDLV2	YOR202W	8	16	21	
BooneSDLV2	YOR202W	8	16	22	
BooneSDLV2	YOR202W	8	16	23	
BooneSDLV2	YOR202W	8	16	24	
BooneSDLV2	YOR202W	9	1	1	
BooneSDLV2	YOR202W	9	1	2	
BooneSDLV2	YOR202W	9	1	3	
BooneSDLV2	YOR202W	9	1	4	
BooneSDLV2	YOR202W	9	1	5	
BooneSDLV2	YOR202W	9	1	6	
BooneSDLV2	YOR202W	9	1	7	
BooneSDLV2	YOR202W	9	1	8	
BooneSDLV2	YOR202W	9	1	9	
BooneSDLV2	YOR202W	9	1	10	
BooneSDLV2	YOR202W	9	1	11	
BooneSDLV2	YOR202W	9	1	12	
BooneSDLV2	YOR202W	9	1	13	
BooneSDLV2	YOR202W	9	1	14	
BooneSDLV2	YOR202W	9	1	15	
BooneSDLV2	YOR202W	9	1	16	
BooneSDLV2	YOR202W	9	1	17	
BooneSDLV2	YOR202W	9	1	18	
BooneSDLV2	YOR202W	9	1	19	
BooneSDLV2	YOR202W	9	1	20	
BooneSDLV2	YOR202W	9	1	21	
BooneSDLV2	YOR202W	9	1	22	
BooneSDLV2	YOR202W	9	1	23	
BooneSDLV2	YOR202W	9	1	24	
BooneSDLV2	YOR202W	9	2	1	
BooneSDLV2	YLR217W	9	2	2	
BooneSDLV2	YLR330W	9	2	3	
BooneSDLV2	YLR216C	9	2	4	
BooneSDLV2	YLR329W	9	2	5	
BooneSDLV2	YLR214W	9	2	6	
BooneSDLV2	YLR328W	9	2	7	
BooneSDLV2	YLR213C	9	2	8	
BooneSDLV2	YLR327C	9	2	9	
BooneSDLV2	YLR211C	9	2	10	
BooneSDLV2	YLR326W	9	2	11	
BooneSDLV2	YLR210W	9	2	12	
BooneSDLV2	YLR325C	9	2	13	
BooneSDLV2	YLR209C	9	2	14	
BooneSDLV2	YLR324W	9	2	15	
BooneSDLV2	YLR207W	9	2	16	
BooneSDLV2	YLR320W	9	2	17	
BooneSDLV2	YLR206W	9	2	18	
BooneSDLV2	YLR319C	9	2	19	
BooneSDLV2	YLR205C	9	2	20	
BooneSDLV2	YLR318W	9	2	21	
BooneSDLV2	YLR200W	9	2	22	
BooneSDLV2	YLR315W	9	2	23	
BooneSDLV2	YOR202W	9	2	24	
BooneSDLV2	YOR202W	9	3	1	
BooneSDLV2	YLL057C	9	3	2	
BooneSDLV2	YLR098C	9	3	3	
BooneSDLV2	YLL056C	9	3	4	
BooneSDLV2	YLR097C	9	3	5	
BooneSDLV2	YLL055W	9	3	6	
BooneSDLV2	YLR096W	9	3	7	
BooneSDLV2	YLL054C	9	3	8	
BooneSDLV2	YLR095C	9	3	9	
BooneSDLV2	YLL053C	9	3	10	
BooneSDLV2	YLR094C	9	3	11	
BooneSDLV2	YLL052C	9	3	12	
BooneSDLV2	YLR093C	9	3	13	
BooneSDLV2	YLL051C	9	3	14	
BooneSDLV2	YLR092W	9	3	15	
BooneSDLV2	YLL049W	9	3	16	
BooneSDLV2	YLR091W	9	3	17	petite
BooneSDLV2	YLL048C	9	3	18	
BooneSDLV2	YLR090W	9	3	19	
BooneSDLV2	YLL047W	9	3	20	
BooneSDLV2	YLR089C	9	3	21	
BooneSDLV2	YLL046C	9	3	22	
BooneSDLV2	YLR087C	9	3	23	
BooneSDLV2	YOR202W	9	3	24	
BooneSDLV2	YOR202W	9	4	1	
BooneSDLV2	YLR234W	9	4	2	
BooneSDLV2	YLR345W	9	4	3	
BooneSDLV2	YLR233C	9	4	4	
BooneSDLV2	YLR344W	9	4	5	
BooneSDLV2	YLR232W	9	4	6	
BooneSDLV2	YLR343W	9	4	7	
BooneSDLV2	YLR231C	9	4	8	
BooneSDLV2	YLR342W	9	4	9	
BooneSDLV2	YLR228C	9	4	10	
BooneSDLV2	YLR341W	9	4	11	
BooneSDLV2	YLR225C	9	4	12	
BooneSDLV2	YLR338W	9	4	13	petite
BooneSDLV2	YLR224W	9	4	14	
BooneSDLV2	YLR337C	9	4	15	petite
BooneSDLV2	YLR221C	9	4	16	
BooneSDLV2	YLR335W	9	4	17	
BooneSDLV2	YLR220W	9	4	18	
BooneSDLV2	YLR334C	9	4	19	
BooneSDLV2	YLR219W	9	4	20	
BooneSDLV2	YLR333C	9	4	21	
BooneSDLV2	YLR218C	9	4	22	petite
BooneSDLV2	YLR332W	9	4	23	
BooneSDLV2	YOR202W	9	4	24	
BooneSDLV2	YOR202W	9	5	1	
BooneSDLV2	YLR011W	9	5	2	
BooneSDLV2	YLR114C	9	5	3	petite
BooneSDLV2	YLR006C	9	5	4	
BooneSDLV2	YLR113W	9	5	5	
BooneSDLV2	YLR004C	9	5	6	
BooneSDLV2	YLR112W	9	5	7	
BooneSDLV2	YLR003C	9	5	8	
BooneSDLV2	YLR111W	9	5	9	
BooneSDLV2	YLR001C	9	5	10	
BooneSDLV2	YLR110C	9	5	11	
BooneSDLV2	YLL063C	9	5	12	
BooneSDLV2	YLR109W	9	5	13	
BooneSDLV2	YLL062C	9	5	14	
BooneSDLV2	YLR108C	9	5	15	
BooneSDLV2	YLL061W	9	5	16	
BooneSDLV2	YLR107W	9	5	17	
BooneSDLV2	YLL060C	9	5	18	
BooneSDLV2	YLR104W	9	5	19	
BooneSDLV2	YLL059C	9	5	20	
BooneSDLV2	YLR102C	9	5	21	
BooneSDLV2	YLL058W	9	5	22	
BooneSDLV2	YLR099C	9	5	23	
BooneSDLV2	YOR202W	9	5	24	
BooneSDLV2	YOR202W	9	6	1	
BooneSDLV2	YLR251W	9	6	2	
BooneSDLV2	YLR360W	9	6	3	
BooneSDLV2	YLR250W	9	6	4	
BooneSDLV2	YLR357W	9	6	5	
BooneSDLV2	YLR248W	9	6	6	
BooneSDLV2	YLR356W	9	6	7	
BooneSDLV2	YLR247C	9	6	8	
BooneSDLV2	YLR354C	9	6	9	
BooneSDLV2	YLR246W	9	6	10	
BooneSDLV2	YLR353W	9	6	11	
BooneSDLV2	YLR242C	9	6	12	
BooneSDLV2	YLR352W	9	6	13	
BooneSDLV2	YLR241W	9	6	14	
BooneSDLV2	YLR351C	9	6	15	
BooneSDLV2	YLR239C	9	6	16	petite
BooneSDLV2	YLR350W	9	6	17	
BooneSDLV2	YLR237W	9	6	18	
BooneSDLV2	YLR349W	9	6	19	
BooneSDLV2	YLR236C	9	6	20	
BooneSDLV2	YLR348C	9	6	21	
BooneSDLV2	YLR235C	9	6	22	
BooneSDLV2	YLR346C	9	6	23	
BooneSDLV2	YOR202W	9	6	24	
BooneSDLV2	YOR202W	9	7	1	
BooneSDLV2	YLR023C	9	7	2	
BooneSDLV2	YLR130C	9	7	3	
BooneSDLV2	YLR021W	9	7	4	
BooneSDLV2	YLR128W	9	7	5	
BooneSDLV2	YLR020C	9	7	6	
BooneSDLV2	YLR126C	9	7	7	
BooneSDLV2	YLR019W	9	7	8	
BooneSDLV2	YLR125W	9	7	9	
BooneSDLV2	YLR018C	9	7	10	
BooneSDLV2	YLR124W	9	7	11	
BooneSDLV2	YLR017W	9	7	12	
BooneSDLV2	YLR123C	9	7	13	
BooneSDLV2	YLR016C	9	7	14	
BooneSDLV2	YLR122C	9	7	15	
BooneSDLV2	YLR015W	9	7	16	
BooneSDLV2	YLR121C	9	7	17	
BooneSDLV2	YLR014C	9	7	18	
BooneSDLV2	YLR120C	9	7	19	
BooneSDLV2	YLR013W	9	7	20	
BooneSDLV2	YLR119W	9	7	21	
BooneSDLV2	YLR012C	9	7	22	
BooneSDLV2	YLR118C	9	7	23	
BooneSDLV2	YOR202W	9	7	24	
BooneSDLV2	YOR202W	9	8	1	
BooneSDLV2	YLR264W	9	8	2	
BooneSDLV2	YLR372W	9	8	3	
BooneSDLV2	YLR263W	9	8	4	
BooneSDLV2	YLR371W	9	8	5	
BooneSDLV2	YLR262C-A	9	8	6	
BooneSDLV2	YLR370C	9	8	7	
BooneSDLV2	YLR262C	9	8	8	
BooneSDLV2	YLR368W	9	8	9	petite
BooneSDLV2	YLR261C	9	8	10	
BooneSDLV2	YLR367W	9	8	11	
BooneSDLV2	YLR258W	9	8	12	
BooneSDLV2	YLR366W	9	8	13	
BooneSDLV2	YLR257W	9	8	14	
BooneSDLV2	YLR365W	9	8	15	
BooneSDLV2	YLR255C	9	8	16	
BooneSDLV2	YLR364W	9	8	17	
BooneSDLV2	YLR254C	9	8	18	
BooneSDLV2	YLR363C	9	8	19	
BooneSDLV2	YLR253W	9	8	20	
BooneSDLV2	YLR362W	9	8	21	Sterile
BooneSDLV2	YLR252W	9	8	22	
BooneSDLV2	YLR361C	9	8	23	
BooneSDLV2	YOR202W	9	8	24	
BooneSDLV2	YOR202W	9	9	1	
BooneSDLV2	YLR039C	9	9	2	
BooneSDLV2	YLR146C	9	9	3	
BooneSDLV2	YLR038C	9	9	4	petite
BooneSDLV2	YLR144C	9	9	5	
BooneSDLV2	YLR037C	9	9	6	
BooneSDLV2	YLR143W	9	9	7	
BooneSDLV2	YLR036C	9	9	8	
BooneSDLV2	YLR142W	9	9	9	
BooneSDLV2	YLR035C	9	9	10	
BooneSDLV2	YLR138W	9	9	11	
BooneSDLV2	YLR034C	9	9	12	
BooneSDLV2	YLR137W	9	9	13	
BooneSDLV2	YLR032W	9	9	14	
BooneSDLV2	YLR136C	9	9	15	
BooneSDLV2	YLR031W	9	9	16	
BooneSDLV2	YLR135W	9	9	17	
BooneSDLV2	YLR030W	9	9	18	
BooneSDLV2	YLR134W	9	9	19	
BooneSDLV2	YLR028C	9	9	20	
BooneSDLV2	YLR133W	9	9	21	
BooneSDLV2	YLR024C	9	9	22	
BooneSDLV2	YLR131C	9	9	23	
BooneSDLV2	YOR202W	9	9	24	
BooneSDLV2	YOR202W	9	10	1	
BooneSDLV2	YLR281C	9	10	2	
BooneSDLV2	YLR387C	9	10	3	
BooneSDLV2	YLR280C	9	10	4	
BooneSDLV2	YLR386W	9	10	5	
BooneSDLV2	YLR279W	9	10	6	
BooneSDLV2	YLR385C	9	10	7	
BooneSDLV2	YLR278C	9	10	8	
BooneSDLV2	YLR384C	9	10	9	
BooneSDLV2	YLR273C	9	10	10	
BooneSDLV2	YLR381W	9	10	11	
BooneSDLV2	YLR271W	9	10	12	
BooneSDLV2	YLR380W	9	10	13	
BooneSDLV2	YLR269C	9	10	14	
BooneSDLV2	YLR377C	9	10	15	
BooneSDLV2	YLR268W	9	10	16	
BooneSDLV2	YLR376C	9	10	17	
BooneSDLV2	YLR267W	9	10	18	
BooneSDLV2	YLR375W	9	10	19	
BooneSDLV2	YLR266C	9	10	20	
BooneSDLV2	YLR374C	9	10	21	
BooneSDLV2	YLR265C	9	10	22	
BooneSDLV2	YLR373C	9	10	23	
BooneSDLV2	YOR202W	9	10	24	
BooneSDLV2	YOR202W	9	11	1	
BooneSDLV2	YLR053C	9	11	2	
BooneSDLV2	YLR171W	9	11	3	
BooneSDLV2	YLR050C	9	11	4	
BooneSDLV2	YLR170C	9	11	5	
BooneSDLV2	YLR049C	9	11	6	
BooneSDLV2	YLR169W	9	11	7	
BooneSDLV2	YLR048W	9	11	8	
BooneSDLV2	YLR168C	9	11	9	
BooneSDLV2	YLR047C	9	11	10	
BooneSDLV2	YLR165C	9	11	11	
BooneSDLV2	YLR046C	9	11	12	
BooneSDLV2	YLR164W	9	11	13	
BooneSDLV2	YLR044C	9	11	14	
BooneSDLV2	YLR154C	9	11	15	
BooneSDLV2	YLR043C	9	11	16	
BooneSDLV2	YLR152C	9	11	17	
BooneSDLV2	YLR042C	9	11	18	
BooneSDLV2	YLR151C	9	11	19	
BooneSDLV2	YLR041W	9	11	20	
BooneSDLV2	YLR150W	9	11	21	
BooneSDLV2	YLR040C	9	11	22	
BooneSDLV2	YLR149C	9	11	23	
BooneSDLV2	YOR202W	9	11	24	
BooneSDLV2	YOR202W	9	12	1	
BooneSDLV2	YLR294C	9	12	2	
BooneSDLV2	YLR400W	9	12	3	
BooneSDLV2	YLR292C	9	12	4	
BooneSDLV2	YLR398C	9	12	5	
BooneSDLV2	YLR290C	9	12	6	
BooneSDLV2	YLR395C	9	12	7	
BooneSDLV2	YLR289W	9	12	8	
BooneSDLV2	YLR394W	9	12	9	
BooneSDLV2	YLR287C-A	9	12	10	
BooneSDLV2	YLR393W	9	12	11	petite
BooneSDLV2	YLR287C	9	12	12	
BooneSDLV2	YLR392C	9	12	13	
BooneSDLV2	YLR286C	9	12	14	
BooneSDLV2	YLR391W	9	12	15	
BooneSDLV2	YLR285W	9	12	16	
BooneSDLV2	YLR390W-A	9	12	17	
BooneSDLV2	YLR284C	9	12	18	
BooneSDLV2	YLR390W	9	12	19	
BooneSDLV2	YLR283W	9	12	20	
BooneSDLV2	YLR389C	9	12	21	
BooneSDLV2	YLR282C	9	12	22	
BooneSDLV2	YLR388W	9	12	23	
BooneSDLV2	YOR202W	9	12	24	
BooneSDLV2	YOR202W	9	13	1	
BooneSDLV2	YLR065C	9	13	2	
BooneSDLV2	YLR183C	9	13	3	
BooneSDLV2	YLR064W	9	13	4	
BooneSDLV2	YLR182W	9	13	5	
BooneSDLV2	YLR063W	9	13	6	
BooneSDLV2	YLR181C	9	13	7	
BooneSDLV2	YLR062C	9	13	8	petite
BooneSDLV2	YLR180W	9	13	9	
BooneSDLV2	YLR061W	9	13	10	petite
BooneSDLV2	YLR179C	9	13	11	
BooneSDLV2	YLR059C	9	13	12	
BooneSDLV2	YLR178C	9	13	13	
BooneSDLV2	YLR058C	9	13	14	
BooneSDLV2	YLR177W	9	13	15	
BooneSDLV2	YLR057W	9	13	16	
BooneSDLV2	YLR176C	9	13	17	
BooneSDLV2	YLR056W	9	13	18	
BooneSDLV2	YLR174W	9	13	19	
BooneSDLV2	YLR055C	9	13	20	
BooneSDLV2	YLR173W	9	13	21	
BooneSDLV2	YLR054C	9	13	22	
BooneSDLV2	YLR172C	9	13	23	
BooneSDLV2	YOR202W	9	13	24	
BooneSDLV2	YOR202W	9	14	1	
BooneSDLV2	YLR313C	9	14	2	
BooneSDLV2	YLR414C	9	14	3	
BooneSDLV2	YLR312C	9	14	4	
BooneSDLV2	YLR413W	9	14	5	
BooneSDLV2	YLR311C	9	14	6	
BooneSDLV2	YLR412W	9	14	7	
BooneSDLV2	YLR309C	9	14	8	
BooneSDLV2	YLR410W	9	14	9	
BooneSDLV2	YLR307W	9	14	10	
BooneSDLV2	YLR408C	9	14	11	
BooneSDLV2	YLR306W	9	14	12	
BooneSDLV2	YLR407W	9	14	13	
BooneSDLV2	YLR303W	9	14	14	
BooneSDLV2	YLR406C	9	14	15	
BooneSDLV2	YLR300W	9	14	16	
BooneSDLV2	YLR405W	9	14	17	
BooneSDLV2	YLR299W	9	14	18	
BooneSDLV2	YLR404W	9	14	19	
BooneSDLV2	YLR297W	9	14	20	
BooneSDLV2	YLR402W	9	14	21	
BooneSDLV2	YLR296W	9	14	22	
BooneSDLV2	YLR401C	9	14	23	
BooneSDLV2	YOR202W	9	14	24	
BooneSDLV2	YOR202W	9	15	1	
BooneSDLV2	YLR085C	9	15	2	
BooneSDLV2	YLR199C	9	15	3	
BooneSDLV2	YLR084C	9	15	4	
BooneSDLV2	YLR194C	9	15	5	
BooneSDLV2	YLR083C	9	15	6	
BooneSDLV2	YLR193C	9	15	7	
BooneSDLV2	YLR082C	9	15	8	
BooneSDLV2	YLR192C	9	15	9	
BooneSDLV2	YLR081W	9	15	10	
BooneSDLV2	YLR191W	9	15	11	
BooneSDLV2	YLR080W	9	15	12	
BooneSDLV2	YLR190W	9	15	13	
BooneSDLV2	YLR079W	9	15	14	
BooneSDLV2	YLR189C	9	15	15	
BooneSDLV2	YLR077W	9	15	16	
BooneSDLV2	YLR188W	9	15	17	
BooneSDLV2	YLR073C	9	15	18	
BooneSDLV2	YLR187W	9	15	19	
BooneSDLV2	YLR072W	9	15	20	
BooneSDLV2	YLR185W	9	15	21	
BooneSDLV2	YLR070C	9	15	22	
BooneSDLV2	YLR184W	9	15	23	
BooneSDLV2	YOR202W	9	15	24	
BooneSDLV2	YOR202W	9	16	1	
BooneSDLV2	YOR202W	9	16	2	
BooneSDLV2	YOR202W	9	16	3	
BooneSDLV2	YOR202W	9	16	4	
BooneSDLV2	YOR202W	9	16	5	
BooneSDLV2	YOR202W	9	16	6	
BooneSDLV2	YOR202W	9	16	7	
BooneSDLV2	YOR202W	9	16	8	
BooneSDLV2	YOR202W	9	16	9	
BooneSDLV2	YOR202W	9	16	10	
BooneSDLV2	YOR202W	9	16	11	
BooneSDLV2	YOR202W	9	16	12	
