Library	ORF 	Plate	Row	Column	Notes
BooneSDLV3	YDL177C	2	9	20
BooneSDLV3	YCL040W	2	10	20
BooneSDLV3	YBR291C	2	11	20
BooneSDLV3	YDL025C	2	12	20
BooneSDLV3	YDL051W	2	13	20
BooneSDLV3	YDL168W	2	14	20
BooneSDLV3	YBR232C	2	15	20
BooneSDLV3	YOR202W	2	16	20
BooneSDLV3	YOR202W	2	1	21
BooneSDLV3	YDL034W	2	2	21
BooneSDLV3	YCL023C	2	3	21
BooneSDLV3	YDL086W	2	4	21
BooneSDLV3	YDL182W	2	5	21
BooneSDLV3	YCL024W	2	6	21
BooneSDLV3	YCR073W-A	2	7	21
BooneSDLV3	YCL055W	2	8	21
BooneSDLV3	YBR229C	2	9	21
BooneSDLV3	YDL027C	2	10	21
BooneSDLV3	YDL156W	2	11	21
BooneSDLV3	YBR298C	2	12	21
BooneSDLV3	YCR022C	2	13	21
BooneSDLV3	YDL124W	2	14	21
BooneSDLV3	YCL034W	2	15	21
BooneSDLV3	YOR202W	2	16	21
BooneSDLV3	YOR202W	2	1	22
BooneSDLV3	YBR261C	2	2	22
BooneSDLV3	YCR028C-A	2	3	22
BooneSDLV3	YCL050C	2	4	22
BooneSDLV3	YDL010W	2	5	22
BooneSDLV3	YDL137W	2	6	22
BooneSDLV3	YCR014C	2	7	22
BooneSDLV3	YCR102W-A	2	8	22
BooneSDLV3	YDL128W	2	9	22
BooneSDLV3	YCL036W	2	10	22
BooneSDLV3	YCL011C	2	11	22
BooneSDLV3	YCL035C	2	12	22
BooneSDLV3	YDL118W	2	13	22
BooneSDLV3	YBR301W	2	14	22
BooneSDLV3	YCL047C	2	15	22
BooneSDLV3	YOR202W	2	16	22
BooneSDLV3	YOR202W	2	1	23
BooneSDLV3	YDL134C-A	2	2	23
BooneSDLV3	YDL154W	2	3	23
BooneSDLV3	YBR264C	2	4	23
BooneSDLV3	YCR009C	2	5	23
BooneSDLV3	YCR095C	2	6	23
BooneSDLV3	YDL121C	2	7	23
BooneSDLV3	YDL106C	2	8	23
BooneSDLV3	YCR092C	2	9	23
BooneSDLV3	YDL134C	2	10	23
BooneSDLV3	YCR088W	2	11	23
BooneSDLV3	YDL076C	2	12	23
BooneSDLV3	YBR285W	2	13	23
BooneSDLV3	YCL076W	2	14	23
BooneSDLV3	YDL001W	2	15	23
BooneSDLV3	YOR202W	2	16	23
BooneSDLV3	YOR202W	2	1	24
BooneSDLV3	YOR202W	2	2	24
BooneSDLV3	YOR202W	2	3	24
BooneSDLV3	YOR202W	2	4	24
BooneSDLV3	YOR202W	2	5	24
BooneSDLV3	YOR202W	2	6	24
BooneSDLV3	YOR202W	2	7	24
BooneSDLV3	YOR202W	2	8	24
BooneSDLV3	YOR202W	2	9	24
BooneSDLV3	YOR202W	2	10	24
BooneSDLV3	YOR202W	2	11	24
BooneSDLV3	YOR202W	2	12	24
BooneSDLV3	YOR202W	2	13	24
BooneSDLV3	YOR202W	2	14	24
BooneSDLV3	YOR202W	2	15	24
BooneSDLV3	YOR202W	2	16	24
BooneSDLV3	YOR202W	3	1	1
BooneSDLV3	YOR202W	3	2	1
BooneSDLV3	YOR202W	3	3	1
BooneSDLV3	YOR202W	3	4	1
BooneSDLV3	YOR202W	3	5	1
BooneSDLV3	YOR202W	3	6	1
BooneSDLV3	YOR202W	3	7	1
BooneSDLV3	YOR202W	3	8	1
BooneSDLV3	YOR202W	3	9	1
BooneSDLV3	YOR202W	3	10	1
BooneSDLV3	YOR202W	3	11	1
BooneSDLV3	YOR202W	3	12	1
BooneSDLV3	YOR202W	3	13	1
BooneSDLV3	YOR202W	3	14	1
BooneSDLV3	YOR202W	3	15	1
BooneSDLV3	YOR202W	3	16	1
BooneSDLV3	YOR202W	3	1	2
BooneSDLV3	YDL200C	3	2	2
BooneSDLV3	YDR004W	3	3	2
BooneSDLV3	YDR095C	3	4	2
BooneSDLV3	YDR003W	3	5	2
BooneSDLV3	YDR348C	3	6	2
BooneSDLV3	YDR400W	3	7	2
BooneSDLV3	YDR057W	3	8	2
BooneSDLV3	YDR220C	3	9	2
BooneSDLV3	YDR074W	3	10	2
BooneSDLV3	YDR349C	3	11	2
BooneSDLV3	YDR293C	3	12	2
BooneSDLV3	YDR415C	3	13	2
BooneSDLV3	YDR360W	3	14	2
BooneSDLV3	YDL218W	3	15	2
BooneSDLV3	YOR202W	3	16	2
BooneSDLV3	YOR202W	3	1	3
BooneSDLV3	YDR313C	3	2	3
BooneSDLV3	YDR408C	3	3	3
BooneSDLV3	YDR092W	3	4	3
BooneSDLV3	YDL222C	3	5	3
BooneSDLV3	YDR253C	3	6	3
BooneSDLV3	YDR121W	3	7	3
BooneSDLV3	YDR247W	3	8	3
BooneSDLV3	YDR108W	3	9	3
BooneSDLV3	YDR058C	3	10	3
BooneSDLV3	YDR209C	3	11	3
BooneSDLV3	YDR374C	3	12	3
BooneSDLV3	YDR388W	3	13	3
BooneSDLV3	YDR329C	3	14	3
BooneSDLV3	YDL187C	3	15	3
BooneSDLV3	YOR202W	3	16	3
BooneSDLV3	YOR202W	3	1	4
BooneSDLV3	YDR255C	3	2	4
BooneSDLV3	YDR068W	3	3	4
BooneSDLV3	YDR090C	3	4	4
BooneSDLV3	YDR248C	3	5	4
BooneSDLV3	YDR223W	3	6	4
BooneSDLV3	YDR067C	3	7	4
BooneSDLV3	YDR371W	3	8	4
BooneSDLV3	YDR221W	3	9	4
BooneSDLV3	YDR097C	3	10	4
BooneSDLV3	YDR352W	3	11	4
BooneSDLV3	YDR387C	3	12	4
BooneSDLV3	YDR354W	3	13	4
BooneSDLV3	YDL226C	3	14	4
BooneSDLV3	YDR393W	3	15	4
BooneSDLV3	YOR202W	3	16	4
BooneSDLV3	YOR202W	3	1	5
BooneSDLV3	YDR022C	3	2	5
BooneSDLV3	YDR316W	3	3	5
BooneSDLV3	YDR422C	3	4	5
BooneSDLV3	YDR317W	3	5	5
BooneSDLV3	YDR096W	3	6	5
BooneSDLV3	YDR307W	3	7	5
BooneSDLV3	YDR333C	3	8	5
BooneSDLV3	YDR332W	3	9	5
BooneSDLV3	YDR014W	3	10	5
BooneSDLV3	YDR178W	3	11	5
BooneSDLV3	YDR315C	3	12	5
BooneSDLV3	YDL216C	3	13	5
BooneSDLV3	YDR312W	3	14	5
BooneSDLV3	YDR181C	3	15	5
BooneSDLV3	YOR202W	3	16	5
BooneSDLV3	YOR202W	3	1	6
BooneSDLV3	YDR018C	3	2	6
BooneSDLV3	YDR156W	3	3	6
BooneSDLV3	YDR101C	3	4	6
BooneSDLV3	YDR061W	3	5	6
BooneSDLV3	YDR131C	3	6	6
BooneSDLV3	YDR008C	3	7	6
BooneSDLV3	YDR239C	3	8	6
BooneSDLV3	YDR260C	3	9	6
BooneSDLV3	YDR261C	3	10	6
BooneSDLV3	YDR227W	3	11	6
BooneSDLV3	YDR384C	3	12	6
BooneSDLV3	YDR019C	3	13	6
BooneSDLV3	YDR420W	3	14	6
BooneSDLV3	YDR213W	3	15	6
BooneSDLV3	YOR202W	3	16	6
BooneSDLV3	YOR202W	3	1	7
BooneSDLV3	YDR056C	3	2	7
BooneSDLV3	YDR369C	3	3	7
BooneSDLV3	YDR120C	3	4	7
BooneSDLV3	YDR009W	3	5	7
BooneSDLV3	YDR107C	3	6	7
BooneSDLV3	YDR104C	3	7	7
BooneSDLV3	YDR020C	3	8	7
BooneSDLV3	YDR234W	3	9	7
BooneSDLV3	YDR259C	3	10	7
BooneSDLV3	YDR287W	3	11	7
BooneSDLV3	YDR275W	3	12	7
BooneSDLV3	YDR105C	3	13	7
BooneSDLV3	YDR151C	3	14	7
BooneSDLV3	YDL206W	3	15	7
BooneSDLV3	YOR202W	3	16	7
BooneSDLV3	YOR202W	3	1	8
BooneSDLV3	YDR007W	3	2	8
BooneSDLV3	YDL234C	3	3	8
BooneSDLV3	YDR392W	3	4	8
BooneSDLV3	YDR277C	3	5	8
BooneSDLV3	YDR144C	3	6	8
BooneSDLV3	YDR330W	3	7	8
BooneSDLV3	YDR389W	3	8	8
BooneSDLV3	YDL236W	3	9	8
BooneSDLV3	YDR372C	3	10	8
BooneSDLV3	YDR279W	3	11	8
BooneSDLV3	YDL186W	3	12	8
BooneSDLV3	YDR378C	3	13	8
BooneSDLV3	YDR281C	3	14	8
BooneSDLV3	YDR289C	3	15	8
BooneSDLV3	YOR202W	3	16	8
BooneSDLV3	YOR202W	3	1	9
BooneSDLV3	YDR273W	3	2	9
BooneSDLV3	YDR179W-A	3	3	9
BooneSDLV3	YDR309C	3	4	9
BooneSDLV3	YDR119W	3	5	9
BooneSDLV3	YDR306C	3	6	9
BooneSDLV3	YDL237W	3	7	9
BooneSDLV3	YDL191W	3	8	9
BooneSDLV3	YDL232W	3	9	9
BooneSDLV3	YDR358W	3	10	9
BooneSDLV3	YDR414C	3	11	9
BooneSDLV3	YDR357C	3	12	9
BooneSDLV3	YDR241W	3	13	9
BooneSDLV3	YDL231C	3	14	9
BooneSDLV3	YDL204W	3	15	9
BooneSDLV3	YOR202W	3	16	9
BooneSDLV3	YOR202W	3	1	10
BooneSDLV3	YDR085C	3	2	10
BooneSDLV3	YDR051C	3	3	10
BooneSDLV3	YDR318W	3	4	10
BooneSDLV3	YDR379W	3	5	10
BooneSDLV3	YDR335W	3	6	10
BooneSDLV3	YDR297W	3	7	10
BooneSDLV3	YDR179C	3	8	10
BooneSDLV3	YDL192W	3	9	10
BooneSDLV3	YDR150W	3	10	10
BooneSDLV3	YDR011W	3	11	10
BooneSDLV3	YDR395W	3	12	10
BooneSDLV3	YDR128W	3	13	10
BooneSDLV3	YDR116C	3	14	10
BooneSDLV3	YDR282C	3	15	10
BooneSDLV3	YOR202W	3	16	10
BooneSDLV3	YOR202W	3	1	11
BooneSDLV3	YDR363W-A	3	2	11
BooneSDLV3	YDR285W	3	3	11
BooneSDLV3	YDL239C	3	4	11
BooneSDLV3	YDR380W	3	5	11
BooneSDLV3	YDR025W	3	6	11
BooneSDLV3	YDL219W	3	7	11
BooneSDLV3	YDL242W	3	8	11
BooneSDLV3	YDR363W	3	9	11
BooneSDLV3	YDR402C	3	10	11
BooneSDLV3	YDR214W	3	11	11
BooneSDLV3	YDR409W	3	12	11
BooneSDLV3	YDR010C	3	13	11
BooneSDLV3	YDR059C	3	14	11
BooneSDLV3	YDR183W	3	15	11
BooneSDLV3	YOR202W	3	16	11
BooneSDLV3	YOR202W	3	1	12
BooneSDLV3	YDL199C	3	2	12
BooneSDLV3	YDR233C	3	3	12
BooneSDLV3	YDR278C	3	4	12
BooneSDLV3	YDR286C	3	5	12
BooneSDLV3	YDR083W	3	6	12
BooneSDLV3	YDL194W	3	7	12
BooneSDLV3	YDR319C	3	8	12
BooneSDLV3	YDR265W	3	9	12
BooneSDLV3	YDR368W	3	10	12
BooneSDLV3	YDR215C	3	11	12
BooneSDLV3	YDR256C	3	12	12
BooneSDLV3	YDR049W	3	13	12
BooneSDLV3	YDR186C	3	14	12
BooneSDLV3	YDR154C	3	15	12
BooneSDLV3	YOR202W	3	16	12
BooneSDLV3	YOR202W	3	1	13
BooneSDLV3	YDR210W	3	2	13
BooneSDLV3	YDR203W	3	3	13
BooneSDLV3	YDL188C	3	4	13
BooneSDLV3	YDR346C	3	5	13
BooneSDLV3	YDR109C	3	6	13
BooneSDLV3	YDL223C	3	7	13
BooneSDLV3	YDR063W	3	8	13
BooneSDLV3	YDR294C	3	9	13
BooneSDLV3	YDR152W	3	10	13
BooneSDLV3	YDL227C	3	11	13
BooneSDLV3	YDR383C	3	12	13
BooneSDLV3	YDR155C	3	13	13
BooneSDLV3	YDL210W	3	14	13
BooneSDLV3	YDR165W	3	15	13
BooneSDLV3	YOR202W	3	16	13
BooneSDLV3	YOR202W	3	1	14
BooneSDLV3	YDR411C	3	2	14
BooneSDLV3	YDR124W	3	3	14
BooneSDLV3	YDR093W	3	4	14
BooneSDLV3	YDR206W	3	5	14
BooneSDLV3	YDR123C	3	6	14
BooneSDLV3	YDR254W	3	7	14
BooneSDLV3	YDR066C	3	8	14
BooneSDLV3	YDR089W	3	9	14
BooneSDLV3	YDR370C	3	10	14
BooneSDLV3	YDR084C	3	11	14
BooneSDLV3	YDR171W	3	12	14
BooneSDLV3	YDL203C	3	13	14
BooneSDLV3	YDR249C	3	14	14
BooneSDLV3	YDL213C	3	15	14
BooneSDLV3	YOR202W	3	16	14
BooneSDLV3	YOR202W	3	1	15
BooneSDLV3	YDR117C	3	2	15
BooneSDLV3	YDR202C	3	3	15
BooneSDLV3	YDL243C	3	4	15
BooneSDLV3	YDR345C	3	5	15
BooneSDLV3	YDR205W	3	6	15
BooneSDLV3	YDR159W	3	7	15
BooneSDLV3	YDR111C	3	8	15
BooneSDLV3	YDR102C	3	9	15
BooneSDLV3	YDR266C	3	10	15
BooneSDLV3	YDR184C	3	11	15
BooneSDLV3	YDR135C	3	12	15
BooneSDLV3	YDR284C	3	13	15
BooneSDLV3	YDR320C	3	14	15
BooneSDLV3	YDR216W	3	15	15
BooneSDLV3	YOR202W	3	16	15
BooneSDLV3	YOR202W	3	1	16
BooneSDLV3	YDR143C	3	2	16
BooneSDLV3	YDR375C	3	3	16
BooneSDLV3	YDL233W	3	4	16
BooneSDLV3	YDR148C	3	5	16
BooneSDLV3	YDR274C	3	6	16
BooneSDLV3	YDR258C	3	7	16
BooneSDLV3	YDR401W	3	8	16
BooneSDLV3	YDR403W	3	9	16
BooneSDLV3	YDR419W	3	10	16
BooneSDLV3	YDR127W	3	11	16
BooneSDLV3	YDR157W	3	12	16
BooneSDLV3	YDR163W	3	13	16
BooneSDLV3	YDL197C	3	14	16
BooneSDLV3	YDR147W	3	15	16
BooneSDLV3	YOR202W	3	16	16
BooneSDLV3	YOR202W	3	1	17
BooneSDLV3	YDR250C	3	2	17
BooneSDLV3	YDR080W	3	3	17
BooneSDLV3	YDR100W	3	4	17
BooneSDLV3	YDL189W	3	5	17
BooneSDLV3	YDR270W	3	6	17
BooneSDLV3	YDR199W	3	7	17
BooneSDLV3	YDR099W	3	8	17
BooneSDLV3	YDR134C	3	9	17
BooneSDLV3	YDR359C	3	10	17
BooneSDLV3	YDL215C	3	11	17
BooneSDLV3	YDL230W	3	12	17
BooneSDLV3	YDR245W	3	13	17
BooneSDLV3	YDR146C	3	14	17
BooneSDLV3	YDR225W	3	15	17
BooneSDLV3	YOR202W	3	16	17
BooneSDLV3	YOR202W	3	1	18
BooneSDLV3	YDR073W	3	2	18
BooneSDLV3	YDR218C	3	3	18
BooneSDLV3	YDR291W	3	4	18
BooneSDLV3	YDR122W	3	5	18
BooneSDLV3	YDR048C	3	6	18
BooneSDLV3	YDR340W	3	7	18
BooneSDLV3	YDR229W	3	8	18
BooneSDLV3	YDR244W	3	9	18
BooneSDLV3	YDR263C	3	10	18
BooneSDLV3	YDL229W	3	11	18
BooneSDLV3	YDR015C	3	12	18
BooneSDLV3	YDL190C	3	13	18
BooneSDLV3	YDR338C	3	14	18
BooneSDLV3	YDR161W	3	15	18
BooneSDLV3	YOR202W	3	16	18
BooneSDLV3	YOR202W	3	1	19
BooneSDLV3	YDR421W	3	2	19
BooneSDLV3	YDR410C	3	3	19
BooneSDLV3	YDR385W	3	4	19
BooneSDLV3	YDR158W	3	5	19
BooneSDLV3	YDL241W	3	6	19
BooneSDLV3	YDR192C	3	7	19
BooneSDLV3	YDR142C	3	8	19
BooneSDLV3	YDR153C	3	9	19
BooneSDLV3	YDR075W	3	10	19
BooneSDLV3	YDR132C	3	11	19
BooneSDLV3	YDR149C	3	12	19
BooneSDLV3	YDR219C	3	13	19
BooneSDLV3	YDR103W	3	14	19
BooneSDLV3	YDR193W	3	15	19
BooneSDLV3	YOR202W	3	16	19
BooneSDLV3	YOR202W	3	1	20
BooneSDLV3	YDR133C	3	2	20
BooneSDLV3	YDR071C	3	3	20
BooneSDLV3	YDR382W	3	4	20
BooneSDLV3	YDR257C	3	5	20
BooneSDLV3	YDR351W	3	6	20
BooneSDLV3	YDR005C	3	7	20
BooneSDLV3	YDR076W	3	8	20
BooneSDLV3	YDR130C	3	9	20
BooneSDLV3	YDR098C	3	10	20
BooneSDLV3	YDR336W	3	11	20
BooneSDLV3	YDR310C	3	12	20
BooneSDLV3	YDR276C	3	13	20
BooneSDLV3	YDR055W	3	14	20
BooneSDLV3	YDL201W	3	15	20
BooneSDLV3	YOR202W	3	16	20
BooneSDLV3	YOR202W	3	1	21
BooneSDLV3	YDR094W	3	2	21
BooneSDLV3	YDR006C	3	3	21
BooneSDLV3	YDR391C	3	4	21
BooneSDLV3	YDR169C	3	5	21
BooneSDLV3	YDR321W	3	6	21
BooneSDLV3	YDR272W	3	7	21
BooneSDLV3	YDR252W	3	8	21
BooneSDLV3	YDR217C	3	9	21
BooneSDLV3	YDR112W	3	10	21
BooneSDLV3	YDR304C	3	11	21
BooneSDLV3	YDL214C	3	12	21
BooneSDLV3	YDR198C	3	13	21
BooneSDLV3	YDL211C	3	14	21
BooneSDLV3	YDR314C	3	15	21
BooneSDLV3	YOR202W	3	16	21
BooneSDLV3	YOR202W	3	1	22
BooneSDLV3	YDR251W	3	2	22
BooneSDLV3	YDR125C	3	3	22
BooneSDLV3	YDL238C	3	4	22
BooneSDLV3	YDR139C	3	5	22
BooneSDLV3	YDR222W	3	6	22
BooneSDLV3	YDL185W	3	7	22
BooneSDLV3	YDR110W	3	8	22
BooneSDLV3	YDR001C	3	9	22
BooneSDLV3	YDR207C	3	10	22
BooneSDLV3	YDR162C	3	11	22
BooneSDLV3	YDR262W	3	12	22
BooneSDLV3	YDR072C	3	13	22
BooneSDLV3	YDR024W	3	14	22
BooneSDLV3	YDR344C	3	15	22
BooneSDLV3	YOR202W	3	16	22
BooneSDLV3	YOR202W	3	1	23
BooneSDLV3	YDR077W	3	2	23
BooneSDLV3	YDR386W	3	3	23
BooneSDLV3	YDR334W	3	4	23
BooneSDLV3	YDR406W	3	5	23
BooneSDLV3	YDR070C	3	6	23
BooneSDLV3	YDL224C	3	7	23
BooneSDLV3	YDR174W	3	8	23
BooneSDLV3	YDR185C	3	9	23
BooneSDLV3	YDR191W	3	10	23
BooneSDLV3	YDR126W	3	11	23
BooneSDLV3	YDR305C	3	12	23
BooneSDLV3	YDR173C	3	13	23
BooneSDLV3	YDR399W	3	14	23
BooneSDLV3	YDL240W	3	15	23
BooneSDLV3	YOR202W	3	16	23
BooneSDLV3	YOR202W	3	1	24
BooneSDLV3	YOR202W	3	2	24
BooneSDLV3	YOR202W	3	3	24
BooneSDLV3	YOR202W	3	4	24
BooneSDLV3	YOR202W	3	5	24
BooneSDLV3	YOR202W	3	6	24
BooneSDLV3	YOR202W	3	7	24
BooneSDLV3	YOR202W	3	8	24
BooneSDLV3	YOR202W	3	9	24
BooneSDLV3	YOR202W	3	10	24
BooneSDLV3	YOR202W	3	11	24
BooneSDLV3	YOR202W	3	12	24
BooneSDLV3	YOR202W	3	13	24
BooneSDLV3	YOR202W	3	14	24
BooneSDLV3	YOR202W	3	15	24
BooneSDLV3	YOR202W	3	16	24
BooneSDLV3	YOR202W	4	1	1
BooneSDLV3	YOR202W	4	2	1
BooneSDLV3	YOR202W	4	3	1
BooneSDLV3	YOR202W	4	4	1
BooneSDLV3	YOR202W	4	5	1
BooneSDLV3	YOR202W	4	6	1
BooneSDLV3	YOR202W	4	7	1
BooneSDLV3	YOR202W	4	8	1
BooneSDLV3	YOR202W	4	9	1
BooneSDLV3	YOR202W	4	10	1
BooneSDLV3	YOR202W	4	11	1
BooneSDLV3	YOR202W	4	12	1
BooneSDLV3	YOR202W	4	13	1
BooneSDLV3	YOR202W	4	14	1
BooneSDLV3	YOR202W	4	15	1
BooneSDLV3	YOR202W	4	16	1
BooneSDLV3	YOR202W	4	1	2
BooneSDLV3	YFL046W	4	2	2
BooneSDLV3	YEL004W	4	3	2
BooneSDLV3	YER167W	4	4	2
BooneSDLV3	YDR430C	4	5	2
BooneSDLV3	YFL019C	4	6	2
BooneSDLV3	YEL061C	4	7	2
BooneSDLV3	YFL041W	4	8	2
BooneSDLV3	YER113C	4	9	2
BooneSDLV3	YER178W	4	10	2
BooneSDLV3	YER035W	4	11	2
BooneSDLV3	YER117W	4	12	2
BooneSDLV3	YER135C	4	13	2
BooneSDLV3	YER041W	4	14	2
BooneSDLV3	YER073W	4	15	2
BooneSDLV3	YOR202W	4	16	2
BooneSDLV3	YOR202W	4	1	3
BooneSDLV3	YEL011W	4	2	3
BooneSDLV3	YDR509W	4	3	3
BooneSDLV3	YER027C	4	4	3
BooneSDLV3	YER002W	4	5	3
BooneSDLV3	YDR539W	4	6	3
BooneSDLV3	YER096W	4	7	3
BooneSDLV3	YER161C	4	8	3
BooneSDLV3	YER004W	4	9	3
BooneSDLV3	YER059W	4	10	3
BooneSDLV3	YEL001C	4	11	3
BooneSDLV3	YER175C	4	12	3
BooneSDLV3	YFL040W	4	13	3
BooneSDLV3	YER150W	4	14	3
BooneSDLV3	YER045C	4	15	3
BooneSDLV3	YOR202W	4	16	3
BooneSDLV3	YOR202W	4	1	4
BooneSDLV3	YER039C-A	4	2	4
BooneSDLV3	YEL048C	4	3	4
BooneSDLV3	YER067W	4	4	4
BooneSDLV3	YER187W	4	5	4
BooneSDLV3	YER039C	4	6	4
BooneSDLV3	YER131W	4	7	4
BooneSDLV3	YFL051C	4	8	4
BooneSDLV3	YFL030W	4	9	4
BooneSDLV3	YEL063C	4	10	4
BooneSDLV3	YDR534C	4	11	4
BooneSDLV3	YER101C	4	12	4
BooneSDLV3	YEL020C	4	13	4
BooneSDLV3	YDR511W	4	14	4
BooneSDLV3	YER121W	4	15	4
BooneSDLV3	YOR202W	4	16	4
BooneSDLV3	YOR202W	4	1	5
BooneSDLV3	YDR424C	4	2	5
BooneSDLV3	YFL014W	4	3	5
BooneSDLV3	YER093C-A	4	4	5
BooneSDLV3	YEL071W	4	5	5
BooneSDLV3	YER088C	4	6	5
BooneSDLV3	YDR481C	4	7	5
BooneSDLV3	YEL012W	4	8	5
BooneSDLV3	YFL021W	4	9	5
BooneSDLV3	YDR465C	4	10	5
BooneSDLV3	YER044C-A	4	11	5
BooneSDLV3	YDR425W	4	12	5
BooneSDLV3	YDR538W	4	13	5
BooneSDLV3	YER149C	4	14	5
BooneSDLV3	YDR439W	4	15	5
BooneSDLV3	YOR202W	4	16	5
BooneSDLV3	YOR202W	4	1	6
BooneSDLV3	YDR476C	4	2	6
BooneSDLV3	YER142C	4	3	6
BooneSDLV3	YFR007W	4	4	6
BooneSDLV3	YEL015W	4	5	6
BooneSDLV3	YER119C-A	4	6	6
BooneSDLV3	YER114C	4	7	6
BooneSDLV3	YER186C	4	8	6
BooneSDLV3	YDR528W	4	9	6
BooneSDLV3	YER077C	4	10	6
BooneSDLV3	YER116C	4	11	6
BooneSDLV3	YER091C	4	12	6
BooneSDLV3	YDR537C	4	13	6
BooneSDLV3	YFL028C	4	14	6
BooneSDLV3	YFL006W	4	15	6
BooneSDLV3	YOR202W	4	16	6
BooneSDLV3	YOR202W	4	1	7
BooneSDLV3	YDR467C	4	2	7
BooneSDLV3	YFL052W	4	3	7
BooneSDLV3	YDR458C	4	4	7
BooneSDLV3	YEL038W	4	5	7
BooneSDLV3	YER120W	4	6	7
BooneSDLV3	YFR009W	4	7	7
BooneSDLV3	YER132C	4	8	7
BooneSDLV3	YDR459C	4	9	7
BooneSDLV3	YEL067C	4	10	7
BooneSDLV3	YFL053W	4	11	7
BooneSDLV3	YDR516C	4	12	7
BooneSDLV3	YER057C	4	13	7
BooneSDLV3	YER173W	4	14	7
BooneSDLV3	YFL020C	4	15	7
BooneSDLV3	YOR202W	4	16	7
BooneSDLV3	YOR202W	4	1	8
BooneSDLV3	YER119C	4	2	8
BooneSDLV3	YER134C	4	3	8
BooneSDLV3	YER067C-A	4	4	8
BooneSDLV3	YEL043W	4	5	8
BooneSDLV3	YFL015C	4	6	8
BooneSDLV3	YEL014C	4	7	8
BooneSDLV3	YER158C	4	8	8
BooneSDLV3	YEL028W	4	9	8
BooneSDLV3	YEL042W	4	10	8
BooneSDLV3	YER115C	4	11	8
BooneSDLV3	YEL007W	4	12	8
BooneSDLV3	YER185W	4	13	8
BooneSDLV3	YDR471W	4	14	8
BooneSDLV3	YER005W	4	15	8
BooneSDLV3	YOR202W	4	16	8
BooneSDLV3	YOR202W	4	1	9
BooneSDLV3	YER056C	4	2	9
BooneSDLV3	YER152C	4	3	9
BooneSDLV3	YFR011C	4	4	9
BooneSDLV3	YER090W	4	5	9
BooneSDLV3	YFL049W	4	6	9
BooneSDLV3	YDR466W	4	7	9
BooneSDLV3	YFL056C	4	8	9
BooneSDLV3	YER106W	4	9	9
BooneSDLV3	YFL023W	4	10	9
BooneSDLV3	YEL023C	4	11	9
BooneSDLV3	YER108C	4	12	9
BooneSDLV3	YER081W	4	13	9
BooneSDLV3	YER162C	4	14	9
BooneSDLV3	YER052C	4	15	9
BooneSDLV3	YOR202W	4	16	9
BooneSDLV3	YOR202W	4	1	10
BooneSDLV3	YER174C	4	2	10
BooneSDLV3	YDR494W	4	3	10
BooneSDLV3	YER095W	4	4	10
BooneSDLV3	YER145C	4	5	10
BooneSDLV3	YDR441C	4	6	10
BooneSDLV3	YER128W	4	7	10
BooneSDLV3	YDR540C	4	8	10
BooneSDLV3	YER055C	4	9	10
BooneSDLV3	YER184C	4	10	10
BooneSDLV3	YDR475C	4	11	10
BooneSDLV3	YEL016C	4	12	10
BooneSDLV3	YDR519W	4	13	10
BooneSDLV3	YFL050C	4	14	10
BooneSDLV3	YDR491C	4	15	10
BooneSDLV3	YOR202W	4	16	10
BooneSDLV3	YOR202W	4	1	11
BooneSDLV3	YDR451C	4	2	11
BooneSDLV3	YER079W	4	3	11
BooneSDLV3	YDR508C	4	4	11
BooneSDLV3	YDR492W	4	5	11
BooneSDLV3	YER019C-A	4	6	11
BooneSDLV3	YER001W	4	7	11
BooneSDLV3	YFL035C-B	4	8	11
BooneSDLV3	YDR517W	4	9	11
BooneSDLV3	YFL018C	4	10	11
BooneSDLV3	YDR480W	4	11	11
BooneSDLV3	YDR445C	4	12	11
BooneSDLV3	YFL034W	4	13	11
BooneSDLV3	YEL013W	4	14	11
BooneSDLV3	YDR486C	4	15	11
BooneSDLV3	YOR202W	4	16	11
BooneSDLV3	YOR202W	4	1	12
BooneSDLV3	YDR436W	4	2	12
BooneSDLV3	YDR512C	4	3	12
BooneSDLV3	YER071C	4	4	12
BooneSDLV3	YER097W	4	5	12
BooneSDLV3	YFL044C	4	6	12
BooneSDLV3	YER083C	4	7	12
BooneSDLV3	YEL059W	4	8	12
BooneSDLV3	YEL064C	4	9	12
BooneSDLV3	YER139C	4	10	12
BooneSDLV3	YEL003W	4	11	12
BooneSDLV3	YER007C-A	4	12	12
BooneSDLV3	YFL048C	4	13	12
BooneSDLV3	YFL031W	4	14	12
BooneSDLV3	YER007W	4	15	12
BooneSDLV3	YOR202W	4	16	12
BooneSDLV3	YOR202W	4	1	13
BooneSDLV3	YER024W	4	2	13
BooneSDLV3	YER049W	4	3	13
BooneSDLV3	YDR474C	4	4	13
BooneSDLV3	YEL052W	4	5	13
BooneSDLV3	YER048C	4	6	13
BooneSDLV3	YER092W	4	7	13
BooneSDLV3	YER062C	4	8	13
BooneSDLV3	YER129W	4	9	13
BooneSDLV3	YDR440W	4	10	13
BooneSDLV3	YER188W	4	11	13
BooneSDLV3	YER038W-A	4	12	13
BooneSDLV3	YER137C	4	13	13
BooneSDLV3	YFL027C	4	14	13
BooneSDLV3	YER140W	4	15	13
BooneSDLV3	YOR202W	4	16	13
BooneSDLV3	YOR202W	4	1	14
BooneSDLV3	YDR500C	4	2	14
BooneSDLV3	YDR435C	4	3	14
BooneSDLV3	YER072W	4	4	14
